TEAM_NAME,TEAM_SHORT_NAME,TEAM_ID,LEAGUE_SLUG,LEAGUE_ID,LEAGUE_NAME,COUNTRY
Hapoel Haifa,H. Haifa,5201,israeli-premier-league,266,IsraeliPremierLeague,Israel
Maccabi Bney Reine,M. Bney Reine,274894,israeli-premier-league,266,IsraeliPremierLeague,Israel
Bnei Sakhnin,Sakhnin,5392,israeli-premier-league,266,IsraeliPremierLeague,Israel
Hapoel Katamon Jerusalem,Hapoel Katamon,86406,israeli-premier-league,266,IsraeliPremierLeague,Israel
Maccabi Petach Tikva,M. Petach Tikva,5333,israeli-premier-league,266,IsraeliPremierLeague,Israel
Maccabi Netanya,M. Netanya,5395,israeli-premier-league,266,IsraeliPremierLeague,Israel
Hapoel Hadera,H. Hadera,39525,israeli-premier-league,266,IsraeliPremierLeague,Israel
Hapoel Tel Aviv,H. Tel Aviv,5396,israeli-premier-league,266,IsraeliPremierLeague,Israel
Beitar Jerusalem,Beitar Jerusalem,5204,israeli-premier-league,266,IsraeliPremierLeague,Israel
Ashdod SC,Ashdod,5391,israeli-premier-league,266,IsraeliPremierLeague,Israel
Hapoel Petach Tikva,H. Petach-Tikva,5199,israeli-premier-league,266,IsraeliPremierLeague,Israel
FCSB,FCSB,3301,superliga,152,RomanianSuperLiga,Romania
FC Rapid București,Rapid București,295403,superliga,152,RomanianSuperLiga,Romania
CFR 1907 Cluj,CFR Cluj,5287,superliga,152,RomanianSuperLiga,Romania
CS Universitatea Craiova,U. Craiova,116223,superliga,152,RomanianSuperLiga,Romania
FCV Farul Constanța,Farul Constanța,3294,superliga,152,RomanianSuperLiga,Romania
Sepsi OSK,Sepsi OSK,189789,superliga,152,RomanianSuperLiga,Romania
FC Universitatea Cluj,U. Cluj,7734,superliga,152,RomanianSuperLiga,Romania
UTA Arad,UTA Arad,204657,superliga,152,RomanianSuperLiga,Romania
FC Hermannstadt,Hermannstadt,260356,superliga,152,RomanianSuperLiga,Romania
FC Petrolul Ploieşti,Petrolul Ploieşti,25856,superliga,152,RomanianSuperLiga,Romania
SC Oțelul Galați,Oțelul Galați,3291,superliga,152,RomanianSuperLiga,Romania
ACSM Politehnica Iași,Poli Iași,44319,superliga,152,RomanianSuperLiga,Romania
FCU 1948 Craiova,FCU Craiova,312033,superliga,152,RomanianSuperLiga,Romania
FC Dinamo București,Dinamo București,3292,superliga,152,RomanianSuperLiga,Romania
FC Voluntari,Voluntari,44255,superliga,152,RomanianSuperLiga,Romania
FC Botoșani,FC Botoșani,24798,superliga,152,RomanianSuperLiga,Romania
Bodø/Glimt,Bodø/Glimt,656,eliteserien,20,Eliteserien,Norway
SK Brann,Brann,1159,eliteserien,20,Eliteserien,Norway
Molde FK,Molde,661,eliteserien,20,Eliteserien,Norway
Viking FK,Viking,1164,eliteserien,20,Eliteserien,Norway
Fredrikstad FK,Fredrikstad,687,eliteserien,20,Eliteserien,Norway
Strømsgodset,Strømsgodset,1163,eliteserien,20,Eliteserien,Norway
Lillestrøm SK,Lillestrøm,664,eliteserien,20,Eliteserien,Norway
HamKam,HamKam,666,eliteserien,20,Eliteserien,Norway
Kristiansund BK,Kristiansund,957,eliteserien,20,Eliteserien,Norway
Rosenborg BK,Rosenborg,1161,eliteserien,20,Eliteserien,Norway
Sarpsborg 08,Sarpsborg 08,822,eliteserien,20,Eliteserien,Norway
KFUM Oslo,KFUM Oslo,786,eliteserien,20,Eliteserien,Norway
Tromsø IL,Tromsø,660,eliteserien,20,Eliteserien,Norway
Odds BK,Odd,659,eliteserien,20,Eliteserien,Norway
Sandefjord Fotball,Sandefjord,676,eliteserien,20,Eliteserien,Norway
Haugesund,Haugesund,673,eliteserien,20,Eliteserien,Norway
Young Boys,Young Boys,2445,super-league,215,SwissSuperLeague,Switzerland
FC Lugano,Lugano,2443,super-league,215,SwissSuperLeague,Switzerland
Servette FC,Servette,2448,super-league,215,SwissSuperLeague,Switzerland
FC St. Gallen 1879,St. Gallen,2442,super-league,215,SwissSuperLeague,Switzerland
FC Winterthur,Winterthur,2458,super-league,215,SwissSuperLeague,Switzerland
FC Zürich,Zürich,2450,super-league,215,SwissSuperLeague,Switzerland
FC Luzern,Luzern,2453,super-league,215,SwissSuperLeague,Switzerland
FC Lausanne-Sport,Lausanne,2446,super-league,215,SwissSuperLeague,Switzerland
Basel,Basel,2501,super-league,215,SwissSuperLeague,Switzerland
Yverdon-Sport FC,Yverdon-Sport,2460,super-league,215,SwissSuperLeague,Switzerland
Grasshopper Club Zürich,Grasshoppers,2449,super-league,215,SwissSuperLeague,Switzerland
FC Stade-Lausanne-Ouchy,Stade Ls Ouchy,35162,super-league,215,SwissSuperLeague,Switzerland
