PLAYERID,PLAYER_SLUG,WEAKNESSES
287667,andrii-boriachuk,Error proneness
287667,andrii-boriachuk,Ground duels
875718,artem-habelok,Ground duels
875718,artem-habelok,Error proneness
792539,ihor-kurylo,Error proneness
792539,ihor-kurylo,Discipline
335429,maksym-zhychykov,Discipline
335429,maksym-zhychykov,Ground duels
794097,oleh-mozil,Error proneness
794097,oleh-mozil,Long shots saving
1138856,adam-buksa,Ball control
1014281,gue-sung-cho,Ball control
1014281,gue-sung-cho,Passing
881135,edward-chilufya,Aerial duels
877364,ola-brynhildsen,Aerial duels
877364,ola-brynhildsen,Ball control
888376,junior-brumado,Discipline
888376,junior-brumado,Ball control
1000496,victor-lind,Passing
1000496,victor-lind,Aerial duels
1000496,victor-lind,Ball control
1085914,adam-gabriel,Passing
1065265,pablo-ortiz,Discipline
1002057,victor-bak-jensen,Long balls
1192383,emmanuel-yeboah,Long balls
1192383,emmanuel-yeboah,Passing
1192383,emmanuel-yeboah,Ball control
1035238,filip-bundgaard,Aerial duels
1035238,filip-bundgaard,Ball control
1020206,sebastian-sebulonsen,Long balls
1031399,henrik-heggheim,Discipline
866192,kevin-tshiembe,Discipline
945204,elias-achouri,Ball control
578380,jordan-larsson,Aerial duels
992198,paul-mukairu,Ball control
1126433,elias-jelert,Aerial duels
1021272,daniel-svensson,Aerial duels
1409692,wiliam-lykke,Long shots saving
828168,sigurd-haugen,Ball control
831247,anderson-mikael,Finishing
895146,gift-links,Long balls
292873,nicolai-poulsen,Discipline
834139,frederik-brandhof,Discipline
1144464,tobias-bach,Ground duels
1103172,frederik-carstensen,Error proneness
858225,ramazan-orazov,Ground duels
858225,ramazan-orazov,Aerial duels
988202,pelle-mattsson,Aerial duels
991451,louicius-don-deedson,Ball control
1017671,max-fenger,Ball control
1133238,charly-horneman,Ball control
900264,nicholas-mickelson,Long balls
1133233,aske-adelgaard,Long balls
980804,grubbe-madsen-gustav,Passing
935076,baden-frederiksen-nikolai,Ball control
931059,jonathan-amon,Finishing
94288,frederik-gytkjaer,Aerial duels
94288,frederik-gytkjaer,Ball control
797522,kolbeinn-finnsson,Long balls
863589,saevar-atli-magnusson,Long balls
863589,saevar-atli-magnusson,Passing
1390122,tobias-storm,Aerial duels
1390122,tobias-storm,Long balls
862712,magnus-jensen,Long balls
35207,brian-hamalainen,Long balls
297312,pascal-gregor,Long balls
47860,david-jensen,Error proneness
1002471,ibrahim-said,Discipline
1094132,anosike-ementa,Ball control
1129902,renato-junior,Ball control
1139788,srdjan-kuzmic,Ball control
918432,muamer-brajanac,Ground duels
1388727,florian-danho,Ball control
1388727,florian-danho,Discipline
1089866,norman-campbell,Aerial duels
1089866,norman-campbell,Ball control
930080,simen-bolkan-nordli,Ball control
909622,hugo-andersson,Long balls
37613,bjorn-kopplin,Long balls
856653,oliver-olsen,Long balls
928857,musa-juwara,Ball control
928418,german-onugkha,Ball control
893864,lundrim-hetemi,Error proneness
1396642,lauritsen-tobias,Discipline
118781,raul-albentosa,Discipline
136715,denis-kolinger,Discipline
944374,qamili-lirim,Ball control
15892,martin-spelmann,Ball control
921567,corey-baird,Aerial duels
887836,obinna-nwobodo,Discipline
1131700,ruiz-david,Discipline
1082956,emerson-rodriguez,Ball control
1082956,emerson-rodriguez,Passing
35199,jordi-alba,Discipline
1411695,tomas-aviles,Discipline
962030,marcelo-weigandt,Long balls
760618,denis-bouanga,Ball control
846468,eduard-atuesta,Discipline
182951,maxime-chanot,Discipline
1160386,andres-gomez,Ball control
925133,brayan-vera,Discipline
827449,alexandros-katranis,Long balls
149295,zac-macmath,Error proneness
995072,gabriel-pec,Aerial duels
1021858,miguel-berry,Aerial duels
901285,joseph-paintsil,Ball control
28186,martin-caceres,Discipline
314048,eriq-zavaleta,Long balls
314048,eriq-zavaleta,Discipline
818387,john-nelson,Long balls
1047550,darren-yapi,Finishing
974589,omir-fernandez,Aerial duels
822673,dante-vanzeir,Passing
383550,lewis-morgan,Ball control
383550,lewis-morgan,Aerial duels
1066681,elias-manoel,Aerial duels
1066681,elias-manoel,Ball control
1066681,elias-manoel,Ground duels
1049502,harper-cameron,Long balls
1049502,harper-cameron,Passing
931708,andres-reyes,Discipline
962050,noah-eile,Discipline
823435,kyle-duncan,Long balls
976224,sean-nealis,Long balls
1107592,monsef-bakrar,Ball control
975216,santiago-rodriguez,Aerial duels
885892,james-sands,Discipline
983142,kevin-otoole,Ball control
983142,kevin-otoole,Aerial duels
1107895,tomas-romero,Error proneness
934638,nathan-fogaca,Ball control
822515,evander,Discipline
340395,jonathan-rodriguez,Ball control
47278,diego-chara,Discipline
830603,claudio-bravo,Aerial duels
937110,brian-white,Passing
965253,liel-abada,Ball control
1131136,kerwin-calderon-vargas,Aerial duels
906015,jaylin-lindsey,Long balls
1009933,leo-chu,Ball control
356444,ezequiel-ponce,Ground duels
982466,ibrahim-aliyu,Ball control
595300,franco-escobar,Discipline
973288,griffin-dorsey,Discipline
927835,jader-obrian,Aerial duels
224494,ethan-finlay,Aerial duels
15242,teemu-pukki,Aerial duels
15242,teemu-pukki,Passing
1002725,sang-bin-jeong,Passing
1002725,sang-bin-jeong,Aerial duels
981739,bongokuhle-hlongwane,Ball control
159593,robin-lod,Aerial duels
985148,joseph-rosales,Discipline
985131,carlos-harvey,Discipline
950335,jordan-adebayo-smith,Aerial duels
950335,jordan-adebayo-smith,Ball control
888812,martin-ojeda,Aerial duels
378808,wilder-cartagena,Discipline
34193,nicolas-lodeiro,Aerial duels
874084,rodrigo-schlegel,Discipline
221350,hany-mukhtar,Aerial duels
976313,shaffelburg-jacob,Passing
817567,sam-surridge,Passing
111293,teal-bunbury,Passing
294597,federico-bernardeschi,Penalty taking
294597,federico-bernardeschi,Discipline
294597,federico-bernardeschi,Ball control
1398858,cassius-mailula,Ball control
800332,prince-osei-owusu,Passing
1002410,deandre-kerr,Aerial duels
788275,raoul-petretta,Discipline
96116,kevin-long,Discipline
314056,shane-oneill,Discipline
314056,shane-oneill,Long balls
1192606,nickseon-gomis,Discipline
1035645,caleb-wiley,Ball control
827668,petar-musa,Passing
931738,ema-twumasi,Long balls
1083069,kwadwo-opoku,Aerial duels
903286,matias-coccaro,Passing
903286,matias-coccaro,Ball control
1017502,bryce-duke,Ball control
937255,mathieu-choiniere,Aerial duels
1150246,ilias-iliadis,Discipline
1020472,joel-waterman,Discipline
842692,raheem-edwards,Discipline
988278,george-campbell,Error proneness
862484,vrioni-giacomo,Ball control
877308,joao-klauss,Passing
1068299,adeniran-samuel,Ball control
906025,indiana-vassilev,Ball control
1119332,aziel-jackson,Ball control
885727,selmir-pidro,Discipline
1172471,anthony-markanich,Long balls
1172471,anthony-markanich,Discipline
906022,akil-watts,Long balls
836289,hugo-cuypers,Passing
836289,hugo-cuypers,Ball control
983727,tom-barlow,Ground duels
983727,tom-barlow,Passing
1023088,brian-gutierrez,Aerial duels
883715,chris-mueller,Ball control
829027,fabian-herbers,Aerial duels
93570,arnaud-souquet,Long balls
320423,mikael-uhre,Passing
320423,mikael-uhre,Ball control
840513,tai-baribo,Ball control
539948,damion-lowe,Discipline
873316,jack-elliott,Discipline
798921,daniel-salloi,Aerial duels
798921,daniel-salloi,Ball control
111016,alan-pulido,Aerial duels
111016,alan-pulido,Ball control
1063318,william-agada,Ground duels
976163,zorhan-bassong,Discipline
45970,christian-benteke,Passing
45970,christian-benteke,Discipline
819038,cristian-dajome,Discipline
1653171,murrell-jacob,Finishing
1653171,murrell-jacob,Ball control
44900,mateusz-klich,Discipline
312130,martin-rodriguez,Ball control
1025212,theodore-ku-dipietro,Passing
1190712,matai-akinmboni,Discipline
539970,steve-birnbaum,Discipline
791778,tyler-miller,Error proneness
981007,hernan-lopez-munoz,Ball control
830293,bruno-wilson,Discipline
842345,vitor-costa,Discipline
881579,paul-marie,Long balls
881579,paul-marie,Aerial duels
1139103,karim-konate,Passing
1139103,karim-konate,Penalty taking
1139103,karim-konate,Ball control
1101942,petar-ratkov,Passing
973564,nicolas-capaldo,Long balls
1002468,samson-tijani,Error proneness
1397180,moussa-kounfolo-yeo,Passing
1397180,moussa-kounfolo-yeo,Long balls
965893,strahinja-pavlovic,Discipline
1140597,blank-hendry,Discipline
1083185,lukas-wallner,Long balls
1083185,lukas-wallner,Passing
1083185,lukas-wallner,Discipline
1129554,raphael-hofer,Discipline
1129554,raphael-hofer,Passing
1129554,raphael-hofer,Ball control
1009285,szymon-wlodarczyk,Ground duels
1009285,szymon-wlodarczyk,Ball control
1083007,mika-biereth,Ball control
1024876,seedy-jatta,Ball control
1024876,seedy-jatta,Aerial duels
869709,manprit-sarkaria,Aerial duels
869709,manprit-sarkaria,Passing
869709,manprit-sarkaria,Penalty taking
1021075,william-boving,Aerial duels
1021075,william-boving,Ball control
978062,alexander-prass,Aerial duels
978062,alexander-prass,Passing
906698,tomi-horvat,Aerial duels
280565,jon-gorenc-stankovic,Passing
280565,jon-gorenc-stankovic,Long balls
49021,stefan-hierlander,Passing
907530,jusuf-gazibegovic,Long balls
1048192,max-johnston,Long balls
857458,dimitri-lavalee,Discipline
926892,david-schnegg,Ball control
926892,david-schnegg,Passing
926892,david-schnegg,Long balls
1090010,marin-ljubicic,Aerial duels
1090010,marin-ljubicic,Passing
121613,robert-zulj,Discipline
121613,robert-zulj,Passing
823156,maximilian-entrup,Ball control
1215061,moses-usor,Passing
1215061,moses-usor,Ball control
896596,lenny-pintor,Finishing
220231,branko-jovicic,Discipline
787543,florian-flecker,Long balls
835922,florian-jaritz,Aerial duels
215984,kosmas-gezos,Passing
1103911,havel-elias,Ball control
281271,donis-avdijaj,Aerial duels
1032333,benjamin-markus,Error proneness
799651,jurgen-heil,Discipline
887398,manuel-pfeifer,Long balls
23486,guido-burgstaller,Ball control
23486,guido-burgstaller,Passing
962290,bernhard-zimmermann,Aerial duels
962064,isak-jansson,Aerial duels
1049103,noah-bischof,Aerial duels
1049103,noah-bischof,Ball control
1086072,sattlberger-nikolas,Discipline
1104216,lang-christoph,Ball control
962272,bockle-benjamin,Passing
837084,dominik-fitz,Aerial duels
837084,dominik-fitz,Passing
837084,dominik-fitz,Ball control
1031615,muharem-huskovic,Ball control
573988,andreas-gruber,Ball control
573988,andreas-gruber,Passing
928848,nik-prelec,Passing
928848,nik-prelec,Ball control
859020,hakim-guenouche,Passing
859020,hakim-guenouche,Long balls
859020,hakim-guenouche,Aerial duels
126858,reinhold-ranftl,Long balls
126858,reinhold-ranftl,Passing
537854,marvin-martins,Discipline
338483,lucas-galvao,Discipline
926896,matteo-meisl,Long balls
1444568,sankara-karamoko,Aerial duels
865550,thierno-ballo,Ball control
865550,thierno-ballo,Aerial duels
146691,thorsten-rocher,Ball control
146691,thorsten-rocher,Aerial duels
1000186,adis-jasic,Passing
843443,scott-kennedy,Long balls
843630,nicolas-wimmer,Passing
1146072,boris-matic,Error proneness
237066,jonathan-scherzer,Long balls
37350,atdhe-nuhiu,Finishing
37350,atdhe-nuhiu,Passing
37350,atdhe-nuhiu,Ball control
1654008,gustavo-santos-costa,Ball control
865653,vesel-demaku,Passing
843702,leonardo-lukacevic,Long balls
1064303,luca-kronberger,Discipline
573958,christian-gebauer,Long balls
573958,christian-gebauer,Passing
138124,lukas-jager,Discipline
254015,mike-steven-bahre,Discipline
1048746,lukas-ibertsberger,Passing
164089,kristijan-dobras,Discipline
980464,anderson,Passing
918415,martin-moormann,Long balls
335863,fabio-strauss,Passing
335863,fabio-strauss,Long balls
827461,manuel-maranda,Long balls
1525618,diarra-mahamadou,Ball control
997206,jamie-lawrence,Error proneness
865555,lukas-sulzbacher,Ball control
791091,david-gugganig,Discipline
844451,alexander-ranacher,Passing
1146282,namory-cisse,Aerial duels
1146282,namory-cisse,Ball control
111023,pius-grabher,Aerial duels
111023,pius-grabher,Discipline
930556,tobias-berger,Long balls
827462,fabian-gmeiner,Long balls
827462,fabian-gmeiner,Passing
578364,taras-romanczuk,Discipline
925880,dusan-stojinovic,Long balls
851890,adrian-dieguez,Discipline
851350,patryk-klimala,Ball control
851350,patryk-klimala,Aerial duels
851350,patryk-klimala,Finishing
942382,peter-pokorny,Discipline
1148152,lukasz-gerstenstein,Ball control
989139,aleksander-paluszek,Long balls
1100172,matsenko-yegor,Discipline
1100172,matsenko-yegor,Long balls
955982,mateusz-bartolewski,Long balls
231614,jean-pierre-nsame,Passing
860683,marc-gual,Aerial duels
860683,marc-gual,Passing
281307,patryk-kun,Long balls
949819,juergen-elitim,Aerial duels
886328,makana-baku,Ball control
942334,kacper-chodyna,Ball control
54429,artur-jedrzejczyk,Discipline
335907,dominik-hladun,Error proneness
33689,kamil-grosicki,Ball control
842944,vahan-bichakhchyan,Aerial duels
1012192,szymczak-filip,Ball control
227440,radoslaw-murawski,Discipline
846832,davila-ba-loua-adriel,Ball control
1128460,maksymilian-pingot,Discipline
1128460,maksymilian-pingot,Long balls
909618,alex-douglas,Error proneness
981644,buksa-aleksander,Finishing
587224,piotr-krawczyk,Aerial duels
124590,erik-janza,Discipline
1022964,kryspin-szczesniak,Discipline
1090027,ante-crnac,Passing
979393,makuch-patryk,Passing
1175494,adriano,Ball control
1175494,adriano,Aerial duels
792659,fran-tudor,Discipline
791953,gustav-berggren,Long balls
184093,adnan-kovacevic,Error proneness
29301,dusan-kuciak,Error proneness
922074,dawid-kurminowski,Aerial duels
984137,kajetan-szmyt,Aerial duels
983068,vaclav-sejk,Ball control
983068,vaclav-sejk,Passing
983068,vaclav-sejk,Aerial duels
1126978,bartlomiej-kludka,Discipline
1126978,bartlomiej-kludka,Long balls
318947,luis-mata,Long balls
95351,michal-nalepa,Discipline
286091,mateusz-grzybek,Long balls
1125394,antoni-klimek,Ball control
920676,luis-da-silva,Discipline
105790,fabio-nunes,Ball control
44938,rafal-gikiewicz,Error proneness
796657,piasecki-fabian,Ball control
1141981,gabriel-kirejczyk,Finishing
572744,patryk-dziczek,Discipline
971393,michael-ameyaw,Aerial duels
971393,michael-ameyaw,Ball control
792141,grzegorz-tomasiewicz,Aerial duels
971418,michal-kaput,Discipline
1009281,ariel-mosor,Long balls
971481,arkadiusz-pyrka,Long balls
801019,maciej-domanski,Ball control
930808,alvis-jaunzems,Long balls
140643,krystian-getinger,Long balls
842342,artur-siemaszko,Ball control
973754,blagaic-jakov,Error proneness
913145,ioan-calin-revenco,Discipline
348390,konrad-stepien,Discipline
872821,artur-craciun,Discipline
926186,michal-rakoczy,Ball control
794679,benjamin-kallman,Ball control
794679,benjamin-kallman,Passing
833242,andreas-skovgaard,Discipline
837401,shikavka-yevgeni,Ball control
584434,pedro-nuno,Error proneness
965233,yoav-hofmeister,Discipline
794277,dawid-blanik,Ball control
987866,wojciech-kaminski,Discipline
913191,vagner-dias,Ball control
913191,vagner-dias,Discipline
913191,vagner-dias,Aerial duels
586370,leandro,Finishing
845791,bruno-jordao,Discipline
137135,rafal-wolski,Aerial duels
347186,raphael-rossi,Discipline
220785,damian-jakubik,Discipline
220785,damian-jakubik,Passing
138058,bartosz-szeliga,Finishing
823265,yuriy-tkachuk,Discipline
940422,wiktor-plesnierowicz,Passing
940422,wiktor-plesnierowicz,Discipline
850757,dimitrios-stavropoulos,Long balls
846712,daniel-szczepan,Ball control
846712,daniel-szczepan,Discipline
1108621,tomasz-wojtowicz,Passing
1108621,tomasz-wojtowicz,Long balls
1108621,tomasz-wojtowicz,Ball control
994334,milosz-kozak,Ball control
45439,maciej-sadlok,Discipline
860158,kay-tejan,Ball control
355288,husein-balic,Ball control
843362,michal-mokrzycki,Discipline
1114368,adrien-louveau,Discipline
134245,levent-gulen,Long balls
826034,antonio-majcenic,Passing
826034,antonio-majcenic,Ground duels
313054,kamil-dankowski,Long balls
1014804,bruno-barticciotto,Ball control
1014804,bruno-barticciotto,Aerial duels
935094,ramiro-ruiz-rodriguez,Finishing
935094,ramiro-ruiz-rodriguez,Ball control
980580,portilla-camilo,Discipline
249829,ruben-botta,Aerial duels
1167858,marcos-portillo,Discipline
1110829,silvio-martinez,Ball control
946472,miguel-navarro,Discipline
340509,ignacio-pussetto,Ball control
788935,ramon-abila,Passing
788935,ramon-abila,Aerial duels
364980,leandro-garate,Passing
792334,erik-ramirez,Ball control
792334,erik-ramirez,Passing
861339,walter-mazzantti,Ball control
861339,walter-mazzantti,Aerial duels
997539,rodrigo-cabral,Finishing
988856,sebastian-ramirez,Ground duels
931631,pablo-siles,Discipline
789640,federico-fattori,Discipline
912936,hernan-de-la-fuente,Passing
912936,hernan-de-la-fuente,Long balls
106490,guillermo-burdisso,Discipline
871798,lucas-carrizo,Discipline
80918,fernando-tobio,Discipline
1020523,lucas-souto,Long balls
1020523,lucas-souto,Passing
1410399,gonzalo-javier-morales,Ball control
1200744,domina-jeronimo,Aerial duels
1200744,domina-jeronimo,Ball control
368422,adrian-balboa,Ball control
347744,nicolas-orsini,Ball control
789445,lucas-gamba,Passing
789445,lucas-gamba,Ball control
789445,lucas-gamba,Aerial duels
1464852,mosqueira-joaquin,Discipline
1016652,tiago-banega,Passing
1189173,nicolas-paz,Discipline
981338,federico-vera,Passing
981338,federico-vera,Long balls
800246,bruno-pitton,Long balls
249383,claudio-corvalan,Long balls
344243,roger-martinez,Ball control
906811,martinez-adrian,Ball control
906811,martinez-adrian,Passing
883933,maximiliano-salas,Ball control
883933,maximiliano-salas,Passing
965775,agustin-urzi,Ball control
974664,facundo-mura,Aerial duels
1017433,gaston-martirena,Passing
993481,juan-manuel-elordi,Passing
805316,cristian-colman,Ball control
859990,franco-troyansky,Ball control
1182504,castillo-rodrigo,Ball control
1177402,abaldo-matias,Passing
1177402,abaldo-matias,Ball control
1162611,benjamin-dominguez,Ball control
1017450,nicolas-garayalde,Discipline
1197454,yonathan-rodriguez,Discipline
106294,nicolas-colazo,Long balls
106294,nicolas-colazo,Passing
895342,leonardo-morales,Discipline
943712,guillermo-enrique,Ball control
943712,guillermo-enrique,Passing
943712,guillermo-enrique,Long balls
792153,canto-gustavo,Passing
792153,canto-gustavo,Discipline
792153,canto-gustavo,Long balls
385318,yonatan-cabral,Passing
992068,facundo-suarez,Passing
992068,facundo-suarez,Ball control
830885,damian-batallini,Aerial duels
1087005,ignacio-russo,Ball control
1018414,rodriguez-gregorio,Ball control
1466522,damian-puebla,Ball control
875895,jonas-acevedo,Long balls
875895,jonas-acevedo,Aerial duels
875895,jonas-acevedo,Ball control
1086973,stefano-moreyra,Discipline
896722,braian-cuello,Ball control
926812,juan-franco,Long balls
926812,juan-franco,Passing
797020,fernando-alarcon,Passing
789358,jonathan-bay,Long balls
789358,jonathan-bay,Passing
146982,lucas-rodriguez,Long balls
146982,lucas-rodriguez,Passing
1183795,cerato-giuliano,Long balls
1183795,cerato-giuliano,Discipline
1183795,cerato-giuliano,Passing
329601,miguel-borja,Ball control
329601,miguel-borja,Passing
1482434,agustin-ruberto,Ball control
1018450,pablo-solari,Passing
1018450,pablo-solari,Ball control
927308,facundo-colidio,Ball control
871580,adam-bareiro,Ball control
871580,adam-bareiro,Discipline
871580,adam-bareiro,Passing
1086199,carboni-franco,Long balls
944629,nicolas-fonseca,Discipline
954700,marcelo-herrera,Long balls
869726,agustin-santanna,Passing
869726,agustin-santanna,Long balls
1096378,luciano-gondou,Ball control
1096378,luciano-gondou,Passing
1179171,jose-herrera,Ball control
1065611,montiel-santiago,Discipline
558790,nicolas-oroz,Ball control
558790,nicolas-oroz,Aerial duels
871788,francisco-alvarez,Discipline
249427,erik-godoy,Discipline
558816,walter-bou,Passing
558816,walter-bou,Ball control
107397,leandro-diaz,Ball control
107397,leandro-diaz,Passing
802861,torres-jonathan,Ball control
991270,raul-loaiza,Discipline
340441,ramiro-carrera,Discipline
340441,ramiro-carrera,Passing
993287,facundo-perez,Discipline
989801,juan-caceres,Discipline
989801,juan-caceres,Passing
1084963,braian-aguirre,Aerial duels
877452,jose-canale,Error proneness
877452,jose-canale,Discipline
341075,nery-dominguez,Discipline
941545,nicolas-morgantini,Aerial duels
941545,nicolas-morgantini,Long balls
941545,nicolas-morgantini,Passing
46007,matias-suarez,Ball control
40776,franco-jara,Ball control
40776,franco-jara,Aerial duels
883747,bryan-reyna,Discipline
874589,matias-marin,Ball control
896773,francisco-gonzalez-metilli,Ball control
896773,francisco-gonzalez-metilli,Aerial duels
974729,juan-barinaga,Long balls
974729,juan-barinaga,Passing
1117093,nicolas-meriano,Discipline
799653,rafael-delgado,Passing
799653,rafael-delgado,Discipline
830672,alejandro-rebola,Discipline
122630,dario-benedetto,Aerial duels
892275,miguel-merentiel,Aerial duels
1084962,brian-aguirre,Finishing
1084962,brian-aguirre,Passing
1131037,vicente-taborda,Aerial duels
1092308,milton-gimenez,Ball control
1092308,milton-gimenez,Passing
250231,pol-fernandez,Discipline
22975,gary-medel,Discipline
46998,marcos-rojo,Discipline
989865,lautaro-blanco,Passing
796444,marcelo-saracchi,Discipline
106384,cristian-lema,Discipline
848075,ivan-morales,Ball control
13207,lisandro-lopez,Passing
759418,agustin-fontana,Ball control
759418,agustin-fontana,Aerial duels
1129485,ezequiel-naya,Ground duels
1094993,joaquin-gho,Aerial duels
849040,gabriel-gudino,Ball control
1105366,manuel-garcia,Passing
1105366,manuel-garcia,Long balls
885010,sergio-quiroga,Aerial duels
885010,sergio-quiroga,Passing
896798,yair-arismendi,Long balls
896798,yair-arismendi,Ball control
841958,emiliano-mendez,Discipline
1199053,gabriel-diaz,Passing
1199053,gabriel-diaz,Long balls
975816,emanuel-hernandez,Long balls
974709,martin-garcia,Ground duels
856108,victorio-ramis,Aerial duels
790757,castro-federico,Passing
790757,castro-federico,Ball control
254797,diego-ruben-tonetto,Ground duels
249271,emmanuel-mas,Long balls
1467139,petrasso-francisco,Error proneness
1467139,petrasso-francisco,Discipline
909478,nahuel-gallardo,Discipline
340449,federico-milo,Long balls
340449,federico-milo,Ball control
34007,bruno-felix-bianchi,Discipline
875088,ivan-villalba,Discipline
887689,matias-ruiz-diaz,Long balls
887689,matias-ruiz-diaz,Passing
42571,gonzalo-marinelli,Error proneness
1018468,tiago-palacios,Aerial duels
979827,mauro-mendez,Ball control
33959,pablo-piatti,Finishing
33958,enzo-perez,Discipline
1171180,alexis-manyoma,Aerial duels
1171180,alexis-manyoma,Ball control
1212545,franco-zapiola,Ball control
1018407,gaston-benedetti,Discipline
941092,eric-meza,Ball control
941092,eric-meza,Passing
860045,enzo-copetti,Ball control
860045,enzo-copetti,Passing
1087100,luca-martinez-dupuy,Aerial duels
1087100,luca-martinez-dupuy,Ball control
1086929,tobias-cervera,Aerial duels
877299,jaminton-campaz,Aerial duels
789427,ignacio-malcorra,Ball control
1087068,luciano-ferreyra,Ball control
990289,alan-rodriguez,Long balls
376734,juan-komar,Long balls
895593,emanuel-coronel,Passing
895593,emanuel-coronel,Long balls
33202,carlos-quintana,Long balls
38106,damian-martinez,Discipline
38106,damian-martinez,Passing
38106,damian-martinez,Long balls
898982,mateo-coronel,Ball control
898982,mateo-coronel,Aerial duels
93199,luis-miguel-rodriguez,Passing
93199,luis-miguel-rodriguez,Ground duels
994451,mateo-bajamich,Aerial duels
994451,mateo-bajamich,Passing
943166,marcelo-estigarribia,Passing
943166,marcelo-estigarribia,Ball control
838304,servetto-nicolas,Ground duels
838304,servetto-nicolas,Aerial duels
838304,servetto-nicolas,Ball control
932866,justo-giani,Passing
896985,nicolas-castro,Passing
897044,renzo-tesuri,Long balls
897044,renzo-tesuri,Aerial duels
897044,renzo-tesuri,Passing
830747,guillermo-acosta,Discipline
971199,rodrigo-melo,Discipline
1102816,nicolas-romero,Long balls
1102816,nicolas-romero,Passing
1102816,nicolas-romero,Discipline
246121,matias-de-los-santos,Error proneness
1003008,alexis-francisco-flores,Long balls
945103,gianluca-ferrari,Discipline
579356,nestor-breitenbruch,Passing
579356,nestor-breitenbruch,Long balls
584422,matias-orihuela,Long balls
941542,juan-infante,Long balls
941542,juan-infante,Passing
789453,gabriel-avalos,Ball control
789453,gabriel-avalos,Passing
1096798,maestro-puch-ignacio,Ball control
789663,alexis-canelo,Passing
789663,alexis-canelo,Ball control
875294,gabriel-neves,Discipline
122615,federico-mancuello,Aerial duels
122634,ivan-marcone,Discipline
1094228,alex-luna,Discipline
789853,joaquin-laso,Discipline
39697,damian-perez,Passing
873763,jonathan-herrera,Passing
838770,nicolas-benegas,Passing
838770,nicolas-benegas,Discipline
838770,nicolas-benegas,Ground duels
47451,gustavo-martin-fernandez,Ground duels
47451,gustavo-martin-fernandez,Passing
275789,milton-celiz,Passing
275789,milton-celiz,Discipline
341091,walter-ruben-acuna,Aerial duels
341091,walter-ruben-acuna,Passing
895924,jonathan-goitia,Passing
1065971,pedro-ramirez,Discipline
789369,cristian-paz,Long balls
860000,nicolas-caro-torres,Discipline
860000,nicolas-caro-torres,Passing
992107,maximiliano-rodriguez,Long balls
897088,nicolas-sansotre,Long balls
776197,juan-dobboletta,Discipline
1092305,ignacio-schor,Finishing
1092305,ignacio-schor,Aerial duels
1153982,jeremias-perez-tica,Finishing
31981,ever-banega,Discipline
877599,rodrigo-fernandez,Discipline
983528,francisco-gonzalez,Ball control
883216,fernando-cardozo,Discipline
830742,gabriel-carabajal,Discipline
1086937,brian-calderara,Passing
941403,armando-mendez,Long balls
93186,leonel-vangioni,Discipline
860046,angelo-martino,Long balls
860046,angelo-martino,Discipline
789435,braian-romero,Ball control
339115,michael-santos,Ball control
339115,michael-santos,Aerial duels
923802,thiago-vecino,Ground duels
257475,francisco-pizzini,Ball control
257475,francisco-pizzini,Passing
1201412,thiago-fernandez,Ball control
1186010,diego-gomez,Discipline
989201,damian-fernandez,Discipline
250933,leonardo-jara,Long balls
1099296,pellegrino-mateo,Ball control
874452,ronaldo-martinez,Passing
874452,ronaldo-martinez,Ball control
936244,agustin-ocampo,Passing
895232,guido-mainero,Ball control
895232,guido-mainero,Aerial duels
895232,guido-mainero,Long balls
851585,fernando-juarez,Discipline
992126,sasha-marcich,Passing
992126,sasha-marcich,Long balls
883922,ignacio-vazquez,Passing
850925,gaston-suso,Discipline
992226,oscar-salomon,Discipline
1085929,bautista-barros-schelotto,Long balls
981451,bruno-sepulveda,Ball control
981451,bruno-sepulveda,Passing
881912,juan-alvarez,Aerial duels
1113232,aaron-quiros,Long balls
250345,emanuel-insua,Passing
250345,emanuel-insua,Discipline
250345,emanuel-insua,Long balls
895336,alejandro-maciel,Discipline
895336,alejandro-maciel,Passing
877628,jhonatan-candia,Finishing
879625,alexis-dominguez,Ball control
1597466,facundo-nicolas-kruger,Ground duels
1117075,manuel-duarte,Ball control
1084971,lucas-brochero,Aerial duels
1084971,lucas-brochero,Passing
1086976,siro-rosane,Discipline
1084961,alan-cantero,Aerial duels
1116122,santiago-coronel,Discipline
896753,facundo-mater,Passing
896753,facundo-mater,Long balls
871805,gonzalo-goni,Long balls
1020511,rodrigo-insua,Ball control
1020511,rodrigo-insua,Passing
1020511,rodrigo-insua,Long balls
895365,nicolas-demartini,Discipline
895365,nicolas-demartini,Error proneness
581804,nicolas-fernandez,Ball control
581804,nicolas-fernandez,Aerial duels
1131305,palavecino-nicolas,Discipline
914145,kevin-gutierrez,Discipline
609736,gabriel-alanis,Ball control
358924,nicolas-tripichio,Ball control
1092590,ayrton-portillo,Passing
1469367,calderon-elias,Discipline
1469367,calderon-elias,Passing
129724,facundo-ferreyra,Aerial duels
883217,blas-armoa,Aerial duels
883217,blas-armoa,Ball control
1116627,flabian-londono,Ball control
1116627,flabian-londono,Finishing
603758,nicolas-contin,Ball control
992112,nahuel-banegas,Discipline
875236,nahuel-barrios,Finishing
1182457,reali-matias,Finishing
830717,cristian-tarragona,Ball control
830717,cristian-tarragona,Aerial duels
830717,cristian-tarragona,Passing
26995,carlos-sanchez,Discipline
909608,cristian-ferreira,Discipline
1161823,ivan-leguizamon,Aerial duels
