PLAYERID,PLAYER_SLUG,WEAKNESSES
928572,krisztofer-horvath,Aerial duels
928572,krisztofer-horvath,Ball control
822471,victor-osimhen,Ball control
917485,walid-cheddira,Passing
917485,walid-cheddira,Ball control
947929,jesper-lindstrom,Ball control
877037,cyril-ngonge,Passing
869795,michael-folorunsho,Passing
869795,michael-folorunsho,Ball control
377512,pasquale-mazzocchi,Long balls
99546,mario-rui,Aerial duels
99546,mario-rui,Discipline
914501,mateo-retegui,Ball control
914501,mateo-retegui,Passing
1093695,vitinha,Ball control
190319,george-puscas,Ground duels
190319,george-puscas,Ball control
309156,caleb-ekuban,Ball control
187111,mattia-aramu,Finishing
785444,favilli-andrea,Ball control
888219,junior-messias,Aerial duels
280991,morten-thorsby,Passing
876236,manolo-portanova,Ball control
876236,manolo-portanova,Long balls
184421,stefano-sabelli,Long balls
184421,stefano-sabelli,Passing
184421,stefano-sabelli,Ball control
970998,patrizio-masini,Ball control
250547,mattia-bani,Discipline
814214,silvan-hefti,Long balls
76132,milan-duric,Passing
795541,thomas-henry,Ground duels
795541,thomas-henry,Ball control
795541,thomas-henry,Discipline
587962,kevin-lasagna,Ball control
967510,yayah-kallon,Finishing
1018179,daniel-mosquera,Ball control
984000,flakus-bosilj-david,Ball control
1137390,cazzadori-denis,Ground duels
246319,ondrej-duda,Discipline
41157,darko-lazovic,Passing
1019892,stefan-mitrovic,Aerial duels
800408,suat-serdar,Discipline
863022,praszelik-mateusz,Discipline
32040,davide-faraoni,Discipline
1096210,jackson-tchatchoua,Long balls
139410,federico-ceccherini,Discipline
1526305,christian-corradi,Error proneness
839156,nikola-krstovic,Ball control
839156,nikola-krstovic,Passing
1014682,pablo-rodriguez,Aerial duels
1014682,pablo-rodriguez,Ball control
984998,santiago-pierotti,Ball control
984998,santiago-pierotti,Passing
842709,remi-oudin,Passing
1134085,ed-mcjannet,Aerial duels
944899,valentin-gendrey,Long balls
148824,florian-thauvin,Ball control
962364,lorenzo-lucca,Passing
962364,lorenzo-lucca,Ball control
1177565,damian-pizarro,Ball control
1177565,damian-pizarro,Ground duels
1177565,damian-pizarro,Aerial duels
1106779,matheus-martins,Aerial duels
1106779,matheus-martins,Ball control
359640,isaac-success,Passing
359640,isaac-success,Finishing
980624,lazar-samardzic,Aerial duels
895592,martin-payero,Discipline
964119,jordan-zemura,Long balls
842582,domingos-quina,Discipline
913401,nehuen-perez,Discipline
147368,gianluca-lapadula,Passing
1000150,zito-luvumbo,Aerial duels
1000150,zito-luvumbo,Ball control
1471569,mutandwa-kingstone,Ground duels
975811,felici-mattia,Ball control
286087,mateusz-wieteska,Discipline
927304,gabriele-zappa,Long balls
928814,alessandro-di-pardo,Long balls
1068357,davide-veroli,Long balls
795926,boris-radunovic,Error proneness
43905,francesco-caputo,Aerial duels
1000015,emmanuel-ekong,Ball control
541578,emmanuel-gyasi,Ball control
541578,emmanuel-gyasi,Aerial duels
1012179,jacopo-fazzini,Aerial duels
814589,giuseppe-pezzella,Long balls
348088,luigi-canotto,Ball control
792311,marchizza-riccardo,Long balls
111487,simone-romagnoli,Long balls
826198,andrea-pinamonti,Passing
1065937,agustin-alvarez,Finishing
927030,mulattieri-samuele,Ball control
963398,janis-antiste,Ball control
949780,luca-moro,Ball control
1008569,alessandro-mercati,Discipline
989276,josh-doig,Long balls
914487,ruan,Discipline
914487,ruan,Error proneness
1069028,edoardo-pieragnolo,Discipline
1069028,edoardo-pieragnolo,Long balls
1001689,piccinini-stefano,Discipline
906110,diego-valencia,Finishing
906110,diego-valencia,Ball control
170499,simy,Ball control
1143547,ikwuemesi-chukwubuikem,Aerial duels
1143547,ikwuemesi-chukwubuikem,Ball control
1143547,ikwuemesi-chukwubuikem,Ground duels
897594,domagoj-bradaric,Long balls
848185,giulio-maggiore,Discipline
845271,dylan-bronn,Discipline
142395,antonio-colak,Aerial duels
227620,anthony-partipilo,Ball control
925242,valentin-mihaila,Ball control
928295,benedyczak-adrian,Passing
891346,emanuele-valeri,Long balls
891346,emanuele-valeri,Ball control
891346,emanuele-valeri,Passing
1394202,antoine-hainaut,Discipline
983510,botond-balogh,Discipline
958517,lautaro-valenti,Long balls
958517,lautaro-valenti,Discipline
139094,gianluca-di-chiara,Long balls
220223,andrea-belotti,Passing
795044,patrick-cutrone,Ball control
877201,gabriel-strefezza,Aerial duels
877201,gabriel-strefezza,Ball control
999583,nicholas-gioacchini,Passing
187121,alberto-cerri,Passing
813070,alessandro-gabrielloni,Ball control
353210,nicholas-ioannou,Passing
202034,tommaso-arrigoni,Discipline
927312,sala-marco,Long balls
137155,joel-pohjanpalo,Passing
792135,andrija-novakovich,Ball control
792135,andrija-novakovich,Passing
829581,pierini-nicholas,Ball control
829581,pierini-nicholas,Aerial duels
822485,marin-sverko,Discipline
1108921,felix-afena-gyan,Ball control
1108921,felix-afena-gyan,Aerial duels
869275,dennis-johnsen,Aerial duels
869275,dennis-johnsen,Discipline
345899,cesar-falletti,Finishing
758664,charles-pickel,Discipline
172599,zan-majer,Discipline
541714,luca-valzania,Discipline
827473,luka-lochoshvili,Long balls
827640,valentin-antov,Discipline
137665,pietro-iemmello,Ball control
139245,luka-krajnc,Long balls
169485,stefano-scognamillo,Discipline
137946,nicolo-brighenti,Discipline
152483,matteo-brunori,Aerial duels
152483,matteo-brunori,Ball control
152483,matteo-brunori,Passing
320979,federico-di-francesco,Ball control
792314,soleri-edoardo,Ball control
263567,francesco-di-mariano,Finishing
1136034,giacomo-corona,Discipline
142860,leo-stulac,Discipline
1064122,patryk-peda,Discipline
986353,alessio-buttaro,Long balls
928889,giuseppe-aurelio,Long balls
89510,fabio-borini,Aerial duels
41222,massimo-coda,Ball control
41222,massimo-coda,Passing
41222,massimo-coda,Ground duels
850971,manuel-de-luca,Aerial duels
793702,antonino-la-gumina,Aerial duels
793702,antonino-la-gumina,Ball control
881813,stoppa-matteo,Finishing
1141186,luca-polli,Ground duels
1141186,luca-polli,Aerial duels
830288,fabio-depaoli,Passing
830288,fabio-depaoli,Ball control
928830,simone-giordano,Long balls
828574,trent-buhagiar,Aerial duels
362686,gabriele-moncini,Passing
362686,gabriele-moncini,Ball control
928779,flavio-bianchi,Aerial duels
928779,flavio-bianchi,Ball control
1031495,olzer-giacomo,Discipline
1031495,olzer-giacomo,Ball control
928916,niccolo-corrado,Aerial duels
558552,lorenzo-dickmann,Long balls
1023080,andrea-papetti,Long balls
187119,gennaro-tutino,Ball control
920407,christian-kouan,Aerial duels
1069547,aldo-florenzi,Discipline
202036,manuel-marras,Discipline
916355,michael-venturi,Discipline
1084841,fabio-abiuso,Discipline
1084841,fabio-abiuso,Ball control
898951,santoro-simone,Discipline
970891,thomas-battistella,Discipline
826704,matteo-cotali,Long balls
812207,gondo-cedric,Ball control
812207,gondo-cedric,Passing
964713,alessandro-sersanti,Discipline
12656,luca-cigarini,Discipline
283125,elvis-kabashi,Discipline
596008,lorenzo-libutti,Long balls
351882,raphael-odogwu,Passing
351882,raphael-odogwu,Ball control
918209,silvio-merkaj,Ball control
970570,simone-davi,Discipline
1118278,daniel-theiner,Long shots saving
127000,ernesto-torregrossa,Ball control
346948,stefano-moreo,Passing
797596,marius-marin,Discipline
887275,matteo-tramoni,Ball control
1007839,tramoni-lisandru,Ball control
1108091,susso-bamba,Error proneness
1108091,susso-bamba,Ground duels
879903,salvatore-santoro,Discipline
284367,arturo-calabresi,Discipline
284367,arturo-calabresi,Long balls
135623,hjortur-hermannsson,Discipline
891308,maxime-leverbe,Discipline
116666,antonio-caracciolo,Discipline
915098,pittarello-filippo,Ball control
260435,tommy-maistrello,Ball control
222012,simone-branca,Discipline
259959,alessio-vita,Passing
259959,alessio-vita,Long balls
259959,alessio-vita,Aerial duels
848536,giuseppe-carriero,Passing
1012167,federico-casolari,Discipline
1069034,matteo-angeli,Discipline
126880,alessandro-salvi,Discipline
844081,lorenzo-carissoni,Passing
844081,lorenzo-carissoni,Long balls
826196,mirko-antonucci,Ball control
80802,diego-falcinelli,Ball control
80802,diego-falcinelli,Aerial duels
860435,szymon-zurkowski,Discipline
580638,arkadiusz-reca,Long balls
928125,elia-salvatore,Long balls
928125,elia-salvatore,Passing
814842,luca-vignali,Passing
385330,simone-bastoni,Long balls
788185,dimitris-nikolaou,Discipline
1136399,nicolo-bertola,Discipline
80118,federico-dionisi,Aerial duels
594874,tiago-casasola,Passing
139276,gregorio-luperini,Passing
139276,gregorio-luperini,Ball control
955241,ismail-achik,Finishing
907475,lorenzo-sgarbi,Discipline
892674,giacomo-manzari,Ball control
928820,gregorio-morachioli,Finishing
283851,karlo-lulic,Long balls
126161,nicola-bellomo,Discipline
347084,daniele-celiento,Discipline
1136954,simone-duffizi,Finishing
816839,claud-adjapong,Long balls
829408,quaranta-danilo,Discipline
808557,karlo-butic,Ball control
917895,caporale-alessandro,Passing
917087,kang-in-lee,Aerial duels
1142672,warren-zaire-emery,Aerial duels
1113488,gharbi-ismael,Ball control
1108441,lucas-beraldo,Discipline
934237,folarin-balogun,Aerial duels
934237,folarin-balogun,Ball control
352296,breel-embolo,Ball control
155818,takumi-minamino,Ball control
770677,denis-zakaria,Discipline
946158,mohammed-salisu,Long balls
1397558,ouattara-kassoum,Ball control
1047296,jeremy-le-douaron,Ball control
1105698,tairyk-arconte,Ball control
801306,pierre-lees-melou,Discipline
100390,marco-bizot,Error proneness
935564,jonathan-david,Aerial duels
935564,jonathan-david,Ball control
1138804,haraldsson-hakon-arnar,Aerial duels
1067284,tiago-morais,Ball control
1067284,tiago-morais,Discipline
894396,terem-moffi,Aerial duels
930245,evann-guessand,Ball control
985934,youssouf-ndayishimiye,Discipline
250133,morgan-sanson,Ball control
1129757,amraoui-ayoub,Long balls
1202024,ernest-nuamah,Ball control
1202024,ernest-nuamah,Aerial duels
1217613,gift-orban,Aerial duels
557166,mama-balde,Passing
557166,mama-balde,Ball control
1022204,sarr-amin,Ball control
257091,duje-caleta-car,Discipline
1155226,sael-kumbedi,Long balls
152813,clinton-mata,Long balls
979315,elye-wahi,Discipline
979315,elye-wahi,Aerial duels
979315,elye-wahi,Ball control
822110,deiver-machado,Long balls
1194333,abdukodir-khusanov,Discipline
369650,jonathan-gradit,Discipline
1029456,faris-pemi-moumbagna,Ball control
928236,leonardo-balerdi,Discipline
339231,samuel-gigot,Discipline
988907,lilian-brassier,Discipline
1188191,oumar-diakite,Aerial duels
1188191,oumar-diakite,Ball control
1175856,amine-salama,Finishing
1156353,kamory-doumbia,Aerial duels
894733,marshall-munetsi,Ball control
995671,reda-khadra,Ball control
954061,arnaud-kalimuendo,Aerial duels
1381229,do-marcolino-alan,Finishing
324399,benjamin-bourigeaud,Aerial duels
806076,ludovic-blas,Aerial duels
930231,christopher-wooh,Discipline
1049515,alidu-seidu,Discipline
1009334,lorenz-assignon,Long balls
947874,dogan-alemdar,Error proneness
856737,zakaria-aboukhlal,Ball control
905381,thijs-dallinga,Passing
911851,yann-gboho,Ball control
911851,yann-gboho,Aerial duels
911851,yann-gboho,Passing
831501,junior-flemmings,Ball control
1407848,christian-mawissa,Discipline
226958,mikkel-desler,Long balls
51640,wahbi-khazri,Finishing
946381,akor-adams,Ball control
876600,mousa-al-taamari,Ball control
156682,teji-savanier,Discipline
291695,issiaga-sylla,Ball control
848537,boubakar-kouyate,Discipline
1103548,enzo-tchato-mbiayi,Long balls
1048333,emanuel-emegha,Ball control
1165974,milos-lukovic,Passing
963298,dilane-bakwa,Aerial duels
1113031,dion-moise-sahi,Ball control
1185986,oscar-perea,Ball control
873551,mostafa-mohamed,Ball control
873551,mostafa-mohamed,Passing
999070,abline-matthis,Aerial duels
785418,marcus-coco,Long balls
802034,fabien-centonze,Long balls
1400993,michel-diaz,Discipline
1400993,michel-diaz,Long balls
880765,emmanuel-sabbi,Ball control
880765,emmanuel-sabbi,Aerial duels
839112,samuel-grandsir,Discipline
1035986,josue-casimir,Ball control
1035986,josue-casimir,Finishing
857762,yann-kitala,Aerial duels
857762,yann-kitala,Ball control
1000442,yassine-kechta,Aerial duels
1095731,oussama-targhalline,Discipline
992026,rassoul-ndiaye,Discipline
1001458,issa-soumare,Passing
1001458,issa-soumare,Ball control
363532,oualid-el-hajjam,Long balls
1009372,mikautadze-georges,Ball control
1009372,mikautadze-georges,Aerial duels
1463508,pape-diallo,Ball control
1049526,elisor-simon,Passing
1049526,elisor-simon,Ball control
1130602,kevin-van-den-kerkhof,Long balls
1130602,kevin-van-den-kerkhof,Ball control
1130602,kevin-van-den-kerkhof,Passing
1444691,raillot-lilian,Discipline
787827,matthieu-udol,Long balls
128285,maxime-colin,Long balls
128285,maxime-colin,Passing
1405239,mohamed-bamba,Ball control
1049527,sirine-doucoure,Ball control
1174462,pablo-pagis,Ball control
1402217,panos-katseris,Ball control
942844,julien-ponceau,Aerial duels
1105700,cathline-yoann,Ball control
113409,elbasan-rashani,Discipline
920008,neto-borges,Discipline
1469500,cheick-konate,Long balls
800349,maximiliano-caufriez,Discipline
877978,andy-pelmard,Long balls
909167,yoel-armougom,Long balls
580226,mory-diaw,Error proneness
801280,florian-aye,Ball control
801280,florian-aye,Passing
951949,eros-maddy,Ball control
927005,sinayoko-lassine,Ball control
920680,gabriel-osho,Long balls
880775,ibrahima-niane,Finishing
294641,lois-diony,Ground duels
294641,lois-diony,Ball control
921369,zuriko-davitashvili,Aerial duels
914738,ibrahim-sissoko,Passing
914738,ibrahim-sissoko,Ball control
796081,ibrahima-wadji,Ball control
796081,ibrahima-wadji,Aerial duels
1138352,augustine-boakye,Aerial duels
1138352,augustine-boakye,Long balls
1138352,augustine-boakye,Passing
123164,dennis-appiah,Long balls
1127332,killian-corredor,Ball control
1127332,killian-corredor,Aerial duels
1005171,ahmad-toure-ngouyamsa,Long balls
940328,jean-philippe-krasso,Ball control
204286,nouha-dicko,Aerial duels
204286,nouha-dicko,Ball control
1047988,ayoub-jabbari,Ball control
1006837,josias-lukembila,Ball control
609226,alexandre-mendy,Passing
1112796,hountondji-andreas,Aerial duels
1112796,hountondji-andreas,Ball control
1137328,bassette-norman,Ball control
106328,mickael-le-bihan,Aerial duels
1131059,brahimi-bilal,Aerial duels
988250,hugo-vandermersch,Aerial duels
988250,hugo-vandermersch,Ball control
821464,malik-tchokounte,Ball control
999033,kadile-junior,Finishing
999033,kadile-junior,Ball control
989535,vargas-thibault,Aerial duels
964111,williams-kokolo,Ball control
964111,williams-kokolo,Aerial duels
964111,williams-kokolo,Long balls
1094487,cherni-amine,Long balls
1094487,cherni-amine,Ball control
46387,gael-kakuta,Ball control
46387,gael-kakuta,Aerial duels
940992,kylian-kaiboue,Discipline
867455,antoine-leautey,Ball control
982318,amadou-sagna,Ball control
982318,amadou-sagna,Passing
960079,kalidou-sidibe,Discipline
141072,khalid-boutaib,Passing
141072,khalid-boutaib,Ball control
914739,steeve-beusnard,Aerial duels
914700,ousmane-kante,Discipline
847869,jordy-gaspar,Long balls
1397914,ahoussou-kouadio-ange,Discipline
901913,postolachi-virgiliu,Passing
991645,pape-meissa-ba,Ball control
991645,pape-meissa-ba,Passing
1104296,mohamed-amine-sbai,Passing
1010126,lenny-joseph,Ball control
990937,ntolla-natanael,Finishing
1191140,sarikaya-efe,Discipline
991562,allan-tchaptchet,Long balls
1000160,zan-vipotnik,Aerial duels
869845,aliou-badji,Finishing
1170533,logan-delaurier-chaubet,Ball control
1170532,jacques-ekomie,Discipline
882644,rafal-straczek,Error proneness
975307,amine-boutrah,Ball control
1104297,migouel-alfarela,Passing
1104297,migouel-alfarela,Ball control
1104297,migouel-alfarela,Aerial duels
1457558,rodrigues-clement,Ball control
184665,christophe-vincent,Long balls
816115,charles-traore,Discipline
814125,dylan-tavares,Long balls
1129368,samuel-ntamack-ndimba,Ball control
939916,kapitbafan-djoco,Passing
939916,kapitbafan-djoco,Ball control
932072,billemaz-clement,Long balls
932072,billemaz-clement,Passing
932072,billemaz-clement,Ball control
51446,ahmed-kashi,Discipline
122921,vincent-pajot,Discipline
122921,vincent-pajot,Long balls
1104854,moise-mahop,Passing
1392819,gaby-jean,Long balls
795507,francois-lajugie,Long balls
795507,francois-lajugie,Passing
1461935,soumano-moussa,Finishing
1461935,soumano-moussa,Aerial duels
785876,cyrille-bayala,Long balls
785876,cyrille-bayala,Passing
785876,cyrille-bayala,Ball control
365494,valentin-jacob,Passing
143904,mickael-barreto,Ball control
556980,francois-joseph-sollacaro,Discipline
146631,gaetan-courtet,Passing
146631,gaetan-courtet,Ball control
330061,abner,Ball control
579712,benjaloud-youssouf,Ball control
579712,benjaloud-youssouf,Aerial duels
791987,ugbo-ike,Aerial duels
247445,renaud-ripart,Ball control
927360,larouci-yasser,Long balls
1047321,rafiki-said,Ball control
1394004,kyliane-dong,Ball control
785633,mehdi-tahrat,Discipline
978518,jackson-porozo,Long balls
826211,yassin-fortune,Finishing
826211,yassin-fortune,Discipline
1135396,nadjib-cisse,Discipline
846002,nick-venema,Ground duels
846002,nick-venema,Ball control
1099453,lilepo-makabi,Aerial duels
1007841,aymen-boutoutaou,Aerial duels
1130984,ilyes-hamache,Ball control
1470024,basse-souleymane,Long balls
282705,lucas-woudenberg,Long balls
978521,victor-okoh-boniface,Ball control
970361,jeremie-frimpong,Aerial duels
920379,nathan-tella,Ball control
982779,mohamed-sankoh,Ball control
982779,mohamed-sankoh,Aerial duels
842212,luca-pfeiffer,Finishing
962898,leonidas-stergiou,Long balls
863271,julian-chabot,Discipline
978838,michael-olise,Aerial duels
1144687,nestory-irankunda,Discipline
1084730,bryan-zaragoza,Passing
8959,manuel-neuer,Error proneness
26768,sven-ulreich,Error proneness
835480,lois-openda,Passing
835480,lois-openda,Ball control
986397,benjamin-sesko,Passing
986397,benjamin-sesko,Ball control
190159,andre-silva,Ball control
962890,ilaix-moriba,Discipline
940054,karim-adeyemi,Ball control
940054,karim-adeyemi,Discipline
132645,niclas-fullkrug,Passing
133908,marcel-sabitzer,Aerial duels
226978,julian-brandt,Aerial duels
1210666,rothe-tom,Ball control
1210666,rothe-tom,Long balls
997113,marcel-lotka,Error proneness
997113,marcel-lotka,Long shots saving
138491,alexander-meyer,Error proneness
873554,omar-marmoush,Ball control
1192318,fares-chaibi,Aerial duels
997012,ansgar-knauff,Passing
997012,ansgar-knauff,Long balls
1019321,igor-matanovic,Ball control
994197,alidou-faride,Ball control
1440948,can-uzun,Penalty taking
904994,junior-dina-ebimbe,Long balls
980628,maximilian-beier,Ball control
980628,maximilian-beier,Aerial duels
254297,ihlas-bebou,Ball control
1010117,fisnik-asllani,Ball control
109296,pavel-kaderabek,Long balls
253993,grischa-promel,Discipline
857740,ozan-kabak,Discipline
1030711,david-jurasek,Long balls
1030711,david-jurasek,Ball control
187423,kevin-akpoguma,Discipline
918437,mikkel-kaufmann,Ball control
909485,marvin-pieringer,Passing
935281,breunig-maximilian,Error proneness
935281,breunig-maximilian,Ground duels
575952,mathias-honsak,Ball control
933707,jan-schoppner,Passing
1097453,luca-kerber,Ground duels
798936,benedikt-gimber,Discipline
920022,haktab-omar-traore,Long balls
1066030,tim-kother,Passing
286103,dawid-kownacki,Passing
258325,marvin-ducksch,Passing
1166832,topp-keke,Ball control
830127,romano-schmid,Aerial duels
830127,romano-schmid,Ball control
815612,marco-grull,Ball control
830142,jens-stage,Long balls
111483,michael-gregoritsch,Passing
280009,lucas-holer,Passing
1067120,eren-dinkci,Ball control
1067120,eren-dinkci,Passing
1064082,merlin-rohl,Ball control
49639,nicolas-hofler,Discipline
983041,hugo-siquet,Passing
983041,hugo-siquet,Long balls
842858,florian-muller,Error proneness
345035,steve-mounie,Passing
878081,ermedin-demirovic,Passing
878081,ermedin-demirovic,Ball control
855808,samuel-essende,Ball control
822340,tietz-phillip,Ball control
822340,tietz-phillip,Passing
1130113,yusuf-kabadayi,Ball control
605552,irvin-cardona,Ball control
796206,kristijan-jakic,Discipline
794770,okugawa-masaya,Aerial duels
960017,lukas-petkov,Aerial duels
1107591,mohamed-el-amine-amoura,Passing
1107591,mohamed-el-amine-amoura,Ball control
826069,jonas-wind,Ball control
1005211,bartosz-bialek,Aerial duels
1005211,bartosz-bialek,Ball control
983540,tiago-tomas,Ball control
164171,kevin-behrens,Passing
987504,patrick-wimmer,Passing
987504,patrick-wimmer,Discipline
879674,maxence-lacroix,Discipline
920525,jenz-moritz,Discipline
939830,jonathan-burkardt,Aerial duels
939830,jonathan-burkardt,Ball control
343971,ludovic-ajorque,Passing
165413,karim-onisiwo,Passing
165413,karim-onisiwo,Ball control
1005834,armindo-sieb,Ball control
1005834,armindo-sieb,Passing
138126,phillipp-mwene,Long balls
796027,marco-richter,Aerial duels
796027,marco-richter,Passing
97926,danny-da-costa,Passing
980621,paul-nebel,Aerial duels
1138150,nikolas-veratschnig,Passing
1138150,nikolas-veratschnig,Long balls
152206,dominik-kohr,Discipline
228981,tim-kleindienst,Passing
228981,tim-kleindienst,Ball control
228981,tim-kleindienst,Ground duels
929163,tomas-cvancara,Ball control
95381,kevin-stoger,Aerial duels
876858,robin-hack,Ball control
790989,ko-itakura,Discipline
979144,netz-luca,Long balls
113920,stefan-lainer,Long balls
254449,marvin-friedrich,Long balls
117373,kevin-volland,Passing
909958,yorbe-vertessen,Aerial duels
788786,jordan-siebatcheu,Ball control
788786,jordan-siebatcheu,Passing
359236,chris-bedia,Ball control
796672,prtajin-ivan,Passing
975800,benedict-hollerbach,Ball control
800252,tim-skarke,Aerial duels
787889,tousart-lucas,Passing
149479,rani-khedira,Long balls
149479,rani-khedira,Discipline
134778,alexander-schwolow,Error proneness
340719,philipp-hofmann,Passing
253517,gerrit-holtmann,Finishing
924205,moritz-broschinski,Aerial duels
924205,moritz-broschinski,Ball control
187207,matus-bero,Ball control
187207,matus-bero,Aerial duels
254125,maximilian-wittek,Long balls
877297,lukas-daschner,Aerial duels
789138,noah-loosli,Long balls
129927,sargis-adamyan,Ball control
129927,sargis-adamyan,Aerial duels
1014290,tim-lemperle,Passing
1014290,tim-lemperle,Aerial duels
842215,florian-dietz,Ball control
1146248,maximilian-schmid,Ball control
78781,florian-kainz,Aerial duels
921033,linton-maina,Ball control
151581,leart-paqarada,Aerial duels
988203,rasmus-carstensen,Long balls
988203,rasmus-carstensen,Ball control
797871,luca-marseiler,Passing
797871,luca-marseiler,Discipline
797871,luca-marseiler,Error proneness
996662,fynn-lakenmacher,Ground duels
1082797,matej-maglica,Error proneness
1082797,matej-maglica,Discipline
858360,aleksandar-vukotic,Discipline
1130946,elias-saad,Discipline
591588,johannes-eggestein,Ground duels
591588,johannes-eggestein,Ball control
871621,oladapo-afolayan,Ball control
871621,oladapo-afolayan,Aerial duels
89713,andreas-albers,Passing
980742,erik-ahlstrand,Finishing
980742,erik-ahlstrand,Ball control
944027,scott-banks,Ball control
325061,nikola-vasilj,Error proneness
987437,ben-voll,Error proneness
122573,steven-skrzybski,Passing
122573,steven-skrzybski,Ball control
122573,steven-skrzybski,Long balls
347116,carl-johansson,Discipline
339889,vincent-vermeij,Ball control
1134388,niemiec-jona,Ball control
1134388,niemiec-jona,Aerial duels
116570,felix-klaus,Ball control
983519,andras-nemeth,Finishing
168987,robert-glatzel,Ball control
1064641,daouda-beleme,Ground duels
989203,immanuel-pherai,Passing
989203,immanuel-pherai,Aerial duels
802830,dennis-hadzikadunic,Discipline
798303,miro-muheim,Discipline
798303,miro-muheim,Long balls
827192,guilherme-ramos,Discipline
945532,daniel-elfadli,Discipline
1102528,william-mikelbrencis,Discipline
930408,jonas-david,Long balls
231820,moritz-heyer,Discipline
231820,moritz-heyer,Long balls
149728,budu-zivzivadze,Aerial duels
270897,fabian-schleusener,Passing
997175,lasse-gunther,Long balls
874816,robin-heusser,Aerial duels
1177167,nicolo-tresoldi,Ball control
1191120,hyun-ju-lee,Discipline
906276,ngankam-jessic,Aerial duels
123320,andreas-voglsammer,Passing
123320,andreas-voglsammer,Long balls
572922,jannik-dehm,Long balls
155792,sei-muroya,Long balls
847073,koen-kostons,Ball control
847073,koen-kostons,Ground duels
1462742,ansah-ilyas,Ball control
48445,adriano-grimaldi,Ball control
254207,david-kinsombi,Aerial duels
1172815,baur-mika,Error proneness
1172815,baur-mika,Discipline
844131,felix-gotze,Discipline
844131,felix-gotze,Error proneness
148076,branimir-hrgota,Penalty taking
148076,branimir-hrgota,Aerial duels
928271,simon-asta,Aerial duels
928271,simon-asta,Long balls
288439,gideon-jung,Discipline
259803,haris-tabakovic,Ball control
259803,haris-tabakovic,Ground duels
838640,wilfried-kanga,Passing
838640,wilfried-kanga,Ball control
156146,florian-niederlechner,Aerial duels
156146,florian-niederlechner,Discipline
1131002,derry-scherhant,Ball control
826208,michael-cuisance,Discipline
1069125,marten-winkler,Ball control
168943,kenan-karaman,Ball control
861980,sylla-moussa,Passing
872358,ron-schallenberg,Discipline
817975,donkor-anton,Passing
817975,donkor-anton,Long balls
962577,henning-matriciani,Long balls
1046188,adrian-gantenbein,Long balls
896159,jannik-rochelt,Ball control
845653,carlo-sickinger,Discipline
788286,maurice-neubauer,Long balls
1034266,michal-sevcik,Passing
1019312,jens-castrop,Discipline
940050,lukas-schleimer,Aerial duels
862479,ivan-marquez,Discipline
40197,enrico-valentini,Long balls
877544,ragnar-ache,Ball control
941562,richmond-tachie,Ball control
941562,richmond-tachie,Aerial duels
1046449,dickson-abiama,Ball control
169233,marlon-ritter,Passing
922967,afeez-aremu,Discipline
136935,jean-zimmer,Long balls
136935,jean-zimmer,Passing
580952,almamy-toure,Discipline
877306,boris-tomiak,Discipline
1014806,florian-kleinhansl,Long balls
229858,baris-atik,Aerial duels
978064,bryan-silva-teixeira,Aerial duels
861850,martijn-kaars,Ball control
857470,alexander-nollenberger,Finishing
1065557,michel-falko,Error proneness
1065557,michel-falko,Discipline
171995,connor-krempicki,Aerial duels
1000541,andi-hoti,Long balls
254409,daniel-heber,Error proneness
254409,daniel-heber,Discipline
991824,rayan-philippe,Ball control
991824,rayan-philippe,Aerial duels
1066446,johan-arath-gomez,Aerial duels
1066446,johan-arath-gomez,Ball control
1066446,johan-arath-gomez,Finishing
142329,fabio-kaufmann,Aerial duels
142329,fabio-kaufmann,Passing
132664,jannis-nikolaou,Discipline
802899,sven-kohler,Discipline
142820,robin-krausse,Discipline
939669,marvin-rittmuller,Long balls
1036005,nikolas-agrafiotis,Ball control
959635,nick-batzner,Aerial duels
908847,thijmen-goppel,Ball control
134246,martin-angha,Discipline
134246,martin-angha,Long balls
932418,nils-froling,Aerial duels
924461,christian-kinsombi,Ball control
844871,kevin-schumacher,Long balls
844871,kevin-schumacher,Passing
179209,nico-neidhart,Passing
179209,nico-neidhart,Long balls
320063,franz-pfanne,Discipline
320063,franz-pfanne,Error proneness
802863,alexander-rossipal,Passing
802863,alexander-rossipal,Long balls
876106,erik-engelhardt,Ball control
896640,noel-niemann,Finishing
789067,dave-gnaase,Discipline
987444,jannes-wulff,Ball control
265513,bashkim-ajdini,Long balls
265513,bashkim-ajdini,Passing
265513,bashkim-ajdini,Discipline
948185,niklas-wiemann,Discipline
962283,yusuf-demir,Finishing
930775,halil-dervisoglu,Finishing
249437,hakim-ziyech,Ball control
903324,kerem-akturkoglu,Passing
903324,kerem-akturkoglu,Ball control
903324,kerem-akturkoglu,Aerial duels
980327,tete,Aerial duels
1008884,kazimcan-karatas,Long balls
284767,mehmet-umut-nayir,Passing
38560,dusan-tadic,Aerial duels
38560,dusan-tadic,Long balls
847983,sebastian-szymanski,Aerial duels
847983,sebastian-szymanski,Ball control
952600,ismail-yuksek,Discipline
856849,mert-hakan-yandas,Discipline
289977,alexander-djiku,Discipline
863600,samet-akaydin,Error proneness
1393731,omar-fayed,Discipline
841199,denis-dragus,Passing
841199,denis-dragus,Aerial duels
805245,maximiliano-gomez,Passing
869839,umut-bozok,Aerial duels
