CHARACTERISTICS
Aerial duels
Ball control
Positioning
Tackling
Runs out
Discipline
High pressing
Finishing
High claims
Penalty taking
Passing
Long balls
Ball interception
Anchor play
Direct free kicks
Long shots saving
Reflexes
Long shots
Handling
Playmaking
Penalty saving
Error proneness
Consistency
Ground duels
