INDEX,PLAYERID,PLAYER_SLUG,TOURNAMENT_ID,RATING_COUNT,RATING_MEAN,RATING_STD_VAR
0,750,cristiano-ronaldo,1,5,6.959999999999999,0.5366563145999497
1,750,cristiano-ronaldo,27,5,7.5200000000000005,0.816700679563817
2,750,cristiano-ronaldo,463,8,7.4625,1.0966670285134732
3,750,cristiano-ronaldo,851,2,8.05,1.6263455967290579
4,750,cristiano-ronaldo,955,31,7.825806451612903,1.0614354249271702
5,750,cristiano-ronaldo,2058,4,7.75,0.7593857166596343
6,750,cristiano-ronaldo,2119,1,6.6,
7,750,cristiano-ronaldo,13998,4,7.725,0.9639329160614167
8,750,cristiano-ronaldo,21769,1,6.1,
9,791,james-milner,17,15,6.886666666666667,0.39617216074881
10,791,james-milner,679,5,6.76,0.4393176527297758
11,1131,john-ruddy,18,44,7.172727272727273,0.6868748358828798
12,1131,john-ruddy,19,1,6.1,
13,1367,lukas-podolski,202,23,7.065217391304348,0.3600614791597449
14,3041,raul-albiol,8,26,6.811538461538461,0.3397963190817972
15,3041,raul-albiol,329,1,7.0,
16,3041,raul-albiol,679,3,6.633333333333333,0.3214550253664318
17,3306,karim-benzema,357,2,8.100000000000001,0.9899494936611675
18,3306,karim-benzema,463,3,7.066666666666666,0.709459888459759
19,3306,karim-benzema,955,21,7.561904761904763,0.9362030711742998
20,3306,karim-benzema,2058,1,7.8,
21,3306,karim-benzema,2119,2,6.9,0.8485281374238575
22,3306,karim-benzema,13998,2,6.85,0.6363961030678921
23,3530,bafetimbi-gomis,196,17,6.882352941176471,0.7358968118201481
24,3530,bafetimbi-gomis,393,1,6.6,
25,3530,bafetimbi-gomis,463,5,6.62,0.1788854381999834
26,3577,dante,34,32,7.140625,0.47847835087709517
27,3577,dante,335,3,6.733333333333333,0.3785938897200184
28,4811,felipe-melo,92,4,6.975,0.22173557826083443
29,4811,felipe-melo,325,14,6.735714285714286,0.2499450489058093
30,4811,felipe-melo,357,2,6.85,0.7778174593052023
31,4811,felipe-melo,373,1,7.2,
32,4811,felipe-melo,384,12,6.808333333333334,0.19286515936521498
33,4811,felipe-melo,490,2,7.05,0.0707106781186545
34,5672,nene,325,12,6.866666666666667,0.32566947363946475
35,5672,nene,377,5,6.6,0.23452078799117165
36,5672,nene,390,11,6.9363636363636365,0.3443043051509152
37,5920,sinan-bolat,38,30,7.010000000000001,0.7174427767641364
38,6276,espen-ruud,20,23,7.165217391304348,0.7233813879352075
39,6562,joao-moutinho,7,5,7.06,0.3911521443121588
40,6562,joao-moutinho,238,30,7.15,0.47324995218317695
41,6562,joao-moutinho,327,2,7.4,0.0
42,6562,joao-moutinho,336,1,6.6,
43,6562,joao-moutinho,679,2,7.050000000000001,0.49497474683058373
44,7017,niklas-sandberg,20,17,7.252941176470588,0.7133702116177332
45,7058,oscar-wendt,40,15,6.760000000000001,0.4420730385678044
46,7058,oscar-wendt,80,1,6.0,
47,7298,johan-dahlin,40,24,6.833333333333333,0.705670613312439
48,7298,johan-dahlin,80,3,7.0,0.4358898943540672
49,7635,ivan-rakitic,7,6,7.366666666666667,0.595538971576728
50,7635,ivan-rakitic,8,18,7.461111111111112,0.5500148542260296
51,7635,ivan-rakitic,329,2,6.6,0.1414213562373093
52,7635,ivan-rakitic,465,1,6.9,
53,7635,ivan-rakitic,853,1,6.9,
54,7635,ivan-rakitic,955,8,7.1125,0.5817154434453815
55,7674,andreas-johansson,40,16,6.9,0.38122609214655473
56,7674,andreas-johansson,80,1,7.0,
57,8959,manuel-neuer,1,5,6.9,0.4183300132670381
58,8959,manuel-neuer,7,9,7.022222222222222,0.36324157862838935
59,8959,manuel-neuer,35,23,6.939130434782609,0.5332056830110281
60,8959,manuel-neuer,217,1,6.4,
61,8959,manuel-neuer,851,2,7.2,0.2828427124746193
62,8959,manuel-neuer,853,1,6.8,
63,9048,hugo-lloris,242,22,6.9363636363636365,0.7693816035934654
64,9048,hugo-lloris,495,1,6.6,
65,9668,ricardo-batista,238,31,7.0,0.7127411872482186
66,10077,lasse-schone,37,24,6.841666666666666,0.32291695885914795
67,10077,lasse-schone,330,2,7.15,0.777817459305203
68,10406,simon-mignolet,38,31,7.070967741935483,0.4569416800038392
69,10406,simon-mignolet,326,5,7.2,0.4527692569068708
70,10406,simon-mignolet,853,1,6.9,
71,10406,simon-mignolet,17015,11,7.0,0.40743097574926695
72,10577,alex-oxlade-chamberlain,52,20,6.965000000000001,0.49126581935155816
73,10577,alex-oxlade-chamberlain,853,3,6.866666666666667,0.11547005383792526
74,10577,alex-oxlade-chamberlain,17015,7,6.614285714285714,0.2609506430251476
75,10589,ashley-young,17,31,6.680645161290323,0.5424754094818245
76,10589,ashley-young,21,3,7.0,0.6082762530298221
77,11869,jesus-navas,1,3,6.833333333333333,0.6110100926607783
78,11869,jesus-navas,7,4,6.85,0.3000000000000002
79,11869,jesus-navas,8,29,6.868965517241379,0.44889025725024057
80,11869,jesus-navas,27,2,7.25,0.21213203435596475
81,11869,jesus-navas,329,2,6.9,0.0
82,11869,jesus-navas,465,1,7.1,
83,11869,jesus-navas,851,2,7.1,0.14142135623730995
84,11869,jesus-navas,853,1,6.6,
85,12634,rafinha,325,13,6.876923076923077,0.5293924916887378
86,12634,rafinha,372,3,6.866666666666667,0.15275252316519444
87,12634,rafinha,373,3,6.833333333333333,0.9073771725877464
88,12634,rafinha,384,1,6.5,
89,12634,rafinha,480,4,6.9,0.7483314773547881
90,12634,rafinha,14602,1,6.7,
91,12656,luca-cigarini,53,18,6.972222222222222,0.4624812308503869
92,12656,luca-cigarini,328,2,7.7,1.1313708498984758
93,12994,lionel-messi,133,5,7.540000000000001,0.7635443667528434
94,12994,lionel-messi,242,18,8.044444444444444,1.029118539003288
95,12994,lionel-messi,295,5,7.68,0.9230384607371462
96,12994,lionel-messi,495,1,9.0,
97,12994,lionel-messi,498,3,7.966666666666666,0.5033222956847164
98,12994,lionel-messi,851,2,8.0,1.5556349186104041
99,12994,lionel-messi,18553,3,7.066666666666666,0.5131601439446885
100,12994,lionel-messi,21769,2,7.25,1.2020815280171302
101,13028,jonathan-de-guzman,37,32,6.828125,0.35942101739037946
102,13028,jonathan-de-guzman,330,1,6.9,
103,13207,lisandro-lopez,13475,15,6.760000000000001,0.34184374040947846
104,13270,birkir-bjarnason,20,1,6.3,
105,13270,birkir-bjarnason,53,38,6.7894736842105265,0.43730716132121195
106,13274,igor-akinfeev,203,23,7.034782608695653,0.7755401025046258
107,13338,pedro-geromel,325,12,6.858333333333333,0.4621261798043974
108,13338,pedro-geromel,373,1,7.2,
109,13338,pedro-geromel,377,8,7.125,0.5548487567410983
110,13338,pedro-geromel,384,2,6.7,0.2828427124746193
111,13630,fernandinho,325,32,7.159375,0.42491697481257584
112,13630,fernandinho,373,1,7.6,
113,13630,fernandinho,382,11,7.109090909090909,0.4459922543151293
114,13630,fernandinho,384,2,7.0,0.7071067811865476
115,13630,fernandinho,480,3,8.1,1.7058722109231983
116,14113,ralf-fahrmann,44,9,6.622222222222223,0.7172478263783337
117,14113,ralf-fahrmann,217,1,8.0,
118,14142,thomas-mangani,182,36,7.022222222222222,0.3538450921043688
119,14216,dimitri-payet,92,10,8.07,0.718099343173817
120,14216,dimitri-payet,325,22,6.895454545454545,0.49519334629662587
121,14216,dimitri-payet,373,2,7.35,0.07071067811865482
122,14718,lorenzo-de-silvestri,23,15,6.84,0.32469766156929963
123,14718,lorenzo-de-silvestri,328,2,6.6,0.1414213562373093
124,14841,regis-gurtner,182,35,7.26,0.5320327278743403
125,14889,brad-guzan,242,34,6.95,0.5950553832131167
126,14942,andres-guardado,8,12,6.825,0.3957156922474885
127,14942,andres-guardado,329,2,7.5,0.2828427124746193
128,14942,andres-guardado,679,5,6.88,0.36331804249169913
129,14942,andres-guardado,11620,9,6.7444444444444445,0.14240006242195924
130,14969,mikhail-kerzhakov,203,18,6.7555555555555555,0.47678114626934287
131,14990,edin-dzeko,27,5,7.040000000000001,0.2966479394838268
132,14990,edin-dzeko,52,36,7.3916666666666675,0.9360631846805457
133,14990,edin-dzeko,853,4,7.4,0.42426406871192834
134,14990,edin-dzeko,17015,9,7.166666666666667,0.9165151389911681
135,15004,norman-theuerkauf,35,23,6.760869565217392,0.35642050042404905
136,15004,norman-theuerkauf,217,1,7.3,
137,15086,ruben-jenssen,20,27,7.12962962962963,0.4401178293408523
138,15177,steffen-hagen,20,18,6.7444444444444445,0.289466491451433
139,15219,lukas-hradecky,27,6,6.916666666666667,0.6554896388705671
140,15219,lukas-hradecky,35,33,7.042424242424243,0.5425808136986963
141,15219,lukas-hradecky,217,2,7.1,0.0
142,15219,lukas-hradecky,851,1,7.4,
143,15242,teemu-pukki,27,7,6.857142857142857,0.6876460883747851
144,15242,teemu-pukki,242,28,6.914285714285714,0.8199883855158877
145,15242,teemu-pukki,851,3,7.133333333333333,1.2701705922171762
146,15375,gustav-svensson,40,26,6.888461538461538,0.47860373845336646
147,15375,gustav-svensson,80,1,6.8,
148,15466,luka-modric,1,3,7.2,0.9000000000000001
149,15466,luka-modric,7,11,6.963636363636363,0.5408747124292784
150,15466,luka-modric,8,32,7.346875,0.7678980001990352
151,15466,luka-modric,27,6,7.650000000000001,0.6348228099241555
152,15466,luka-modric,213,2,7.05,0.7778174593052021
153,15466,luka-modric,329,1,6.9,
154,15466,luka-modric,851,3,7.433333333333334,0.4041451884327381
155,15466,luka-modric,10709,1,7.2,
156,15479,lukasz-fabianski,17,9,7.033333333333333,0.8845903006477066
157,15479,lukasz-fabianski,19,2,7.4,0.0
158,15479,lukasz-fabianski,21,2,7.550000000000001,1.0606601717798223
159,15479,lukasz-fabianski,679,9,7.333333333333333,0.5873670062235365
160,15892,martin-spelmann,39,24,6.658333333333334,0.32291695885914795
161,15898,jesper-hansen,39,12,6.941666666666666,0.5632024233763291
162,16206,yann-sommer,1,5,6.8,0.15811388300841875
163,16206,yann-sommer,7,7,7.542857142857143,0.7480132415430956
164,16206,yann-sommer,23,34,7.147058823529412,0.5212079757742539
165,16206,yann-sommer,27,4,6.375,0.47871355387816894
166,16206,yann-sommer,341,2,6.949999999999999,0.21213203435596445
167,16206,yann-sommer,851,2,6.95,0.3535533905932738
168,16206,yann-sommer,853,3,6.366666666666667,0.41633319989322637
169,16424,andre-pierre-gignac,498,6,7.133333333333333,0.3444802848737017
170,16424,andre-pierre-gignac,11620,14,7.0928571428571425,0.4462911876519907
171,16424,andre-pierre-gignac,11621,18,7.199999999999999,0.6525966234521726
172,16424,andre-pierre-gignac,18872,1,6.9,
173,16589,jonathan-howson,18,38,7.028947368421053,0.41126561071946577
174,16589,jonathan-howson,19,1,6.5,
175,16589,jonathan-howson,21,4,7.075,0.6994045086119096
176,16807,ben-hamer,18,19,7.136842105263158,0.7440210020301767
177,16807,ben-hamer,21,1,7.0,
178,16943,luis-suarez,133,4,6.9,0.5354126134736336
179,16943,luis-suarez,242,16,7.4625,1.0111874208078344
180,16943,luis-suarez,295,1,6.8,
181,16943,luis-suarez,325,20,7.465000000000001,0.8086863942286442
182,16943,luis-suarez,373,1,7.2,
183,16943,luis-suarez,498,4,7.55,0.7047458170621984
184,16943,luis-suarez,18553,3,6.733333333333333,0.05773502691896237
185,16943,luis-suarez,21769,2,6.449999999999999,0.9192388155425113
186,17054,adam-lallana,17,24,6.679166666666667,0.25191297093944226
187,17054,adam-lallana,19,2,6.6,0.1414213562373093
188,17054,adam-lallana,21,1,6.6,
189,17054,adam-lallana,679,2,6.65,0.07071067811865482
190,17651,santi-cazorla,54,25,7.08,0.5454356057317857
191,17785,fabio,92,6,6.95,0.8938679992034617
192,17785,fabio,325,34,7.0058823529411764,0.8063915796182054
193,17785,fabio,357,2,7.65,1.202081528017131
194,17785,fabio,373,2,7.199999999999999,0.5656854249492382
195,17785,fabio,384,13,7.023076923076923,0.31663292667758064
196,17785,fabio,490,2,7.050000000000001,0.21213203435596445
197,17787,marcelo,92,6,6.8999999999999995,0.3949683531626304
198,17787,marcelo,325,22,6.959090909090909,0.4885928199666301
199,17787,marcelo,357,2,6.7,0.4242640687119283
200,17787,marcelo,373,1,7.4,
201,17787,marcelo,384,10,6.779999999999999,0.6178816859057873
202,17787,marcelo,490,2,6.699999999999999,0.14142135623730995
203,17814,andrea-masiello,53,33,7.06969696969697,0.3339955543162667
204,17814,andrea-masiello,328,1,6.9,
205,18082,eder,325,12,6.641666666666667,0.23143164446679748
206,18082,eder,373,2,6.45,0.0707106781186545
207,18082,eder,376,10,6.9799999999999995,0.39384147967311806
208,18082,eder,390,16,7.0875,0.6206179715949796
209,18304,charles-aranguiz,295,4,6.45,0.17320508075688795
210,18304,charles-aranguiz,325,24,6.7124999999999995,0.2848531276778018
211,18304,charles-aranguiz,373,2,6.65,0.21213203435596445
212,18304,charles-aranguiz,377,11,7.009090909090909,0.5575922263707509
213,18304,charles-aranguiz,384,6,6.816666666666666,0.11690451944500128
214,18304,charles-aranguiz,480,2,6.8,0.2828427124746193
215,18735,tomer-hemed,266,11,6.7,0.2569046515733028
216,18793,cristian-sapunaru,152,34,6.867647058823529,0.41173733038614735
217,18911,lior-refaelov,7,4,6.925000000000001,0.6652067347825034
218,18911,lior-refaelov,266,32,7.4125,0.7147072488878948
219,18911,lior-refaelov,679,5,6.68,0.4147288270665544
220,18911,lior-refaelov,17015,3,6.766666666666667,0.20816659994661338
221,18998,andy-carroll,24,2,6.65,0.49497474683058373
222,18998,andy-carroll,182,28,7.035714285714286,0.5034799534162839
223,18998,andy-carroll,335,1,7.6,
224,19003,bruno-gama,171,23,6.934782608695652,0.3432580471839251
225,19221,amin-nouri,20,14,6.771428571428571,0.09944903161976965
226,19265,akihiro-ienaga,196,33,7.121212121212121,0.5808170838125244
227,19265,akihiro-ienaga,463,7,7.5,0.7438637868140469
228,19352,matteo-darmian,1,3,6.633333333333333,0.20816659994661268
229,19352,matteo-darmian,7,7,6.828571428571428,0.3545621041711674
230,19352,matteo-darmian,23,33,6.818181818181818,0.3609488757554053
231,19352,matteo-darmian,27,2,7.3,0.2828427124746193
232,19352,matteo-darmian,328,1,6.9,
233,19352,matteo-darmian,341,2,7.199999999999999,0.14142135623730995
234,19352,matteo-darmian,851,2,7.199999999999999,0.14142135623730995
235,19352,matteo-darmian,853,2,6.6,0.7071067811865476
236,19356,iago-aspas,8,35,7.542857142857143,0.7301433035353259
237,19356,iago-aspas,329,1,6.7,
238,20220,lukas-jutkiewicz,18,26,6.81923076923077,0.28568406433573545
239,20220,lukas-jutkiewicz,21,2,6.85,0.9192388155425113
240,20602,joe-allen,18,19,6.768421052631578,0.3590924232298039
241,20602,joe-allen,19,1,6.5,
242,20602,joe-allen,21,2,7.050000000000001,0.21213203435596445
243,20627,ben-sahar,266,23,6.752173913043479,0.4099551696304356
244,21212,diego-costa,325,14,6.728571428571429,0.4968029657854181
245,21212,diego-costa,373,1,6.5,
246,21212,diego-costa,377,6,7.75,0.7713624310270754
247,21212,diego-costa,384,4,7.074999999999999,0.33040379335998343
248,21212,diego-costa,480,2,6.5,0.141421356237309
249,21300,david-luiz,92,4,7.325,0.25000000000000006
250,21300,david-luiz,325,14,6.9071428571428575,0.39314175504573357
251,21300,david-luiz,384,6,7.1000000000000005,0.49396356140913883
252,21521,edinson-cavani,155,2,6.8,0.2828427124746193
253,21521,edinson-cavani,384,6,6.666666666666667,0.2732520204255893
254,21521,edinson-cavani,480,4,7.05,0.5567764362830021
255,21521,edinson-cavani,853,1,6.5,
256,21521,edinson-cavani,1024,3,6.933333333333334,0.35118845842842455
257,21521,edinson-cavani,13475,20,6.8950000000000005,0.7416021063956912
258,21555,cesar-azpilicueta,7,6,6.783333333333332,0.24832774042918893
259,21555,cesar-azpilicueta,8,24,6.875,0.33654252267019297
260,21555,cesar-azpilicueta,213,1,5.7,
261,21555,cesar-azpilicueta,329,2,7.0,0.141421356237309
262,21555,cesar-azpilicueta,853,1,6.8,
263,21564,eric-bicfalvi,203,22,6.863636363636363,0.3317277348116827
264,21880,robert-tesche,44,28,6.7749999999999995,0.4221856709325185
265,21880,robert-tesche,217,1,6.6,
266,21927,marko-arnautovic,1,4,6.725,0.47169905660283035
267,21927,marko-arnautovic,7,4,6.725,0.2629955639676584
268,21927,marko-arnautovic,23,25,6.843999999999999,0.5299999999999998
269,21927,marko-arnautovic,27,2,7.35,0.9192388155425113
270,21927,marko-arnautovic,328,2,6.55,0.0707106781186545
271,21927,marko-arnautovic,341,2,6.55,0.0707106781186545
272,21927,marko-arnautovic,851,2,6.5,0.2828427124746193
273,21949,oscar-trejo,8,31,6.583870967741936,0.7819193369282829
274,21949,oscar-trejo,329,1,6.4,
275,21992,albin-ekdal,27,3,6.933333333333334,0.15275252316519494
276,21992,albin-ekdal,40,11,6.8,0.13416407864998742
277,21992,albin-ekdal,53,9,6.688888888888889,0.31001792062897116
278,21992,albin-ekdal,80,2,6.85,0.07071067811865482
279,21992,albin-ekdal,328,2,7.4,0.42426406871192857
280,22126,georginio-wijnaldum,1,3,6.533333333333334,0.15275252316519458
281,22126,georginio-wijnaldum,851,3,7.166666666666667,0.4509249752822895
282,22126,georginio-wijnaldum,955,29,7.103448275862069,0.5074324435124979
283,22126,georginio-wijnaldum,2058,2,7.300000000000001,0.8485281374238575
284,22209,orjan-nyland,7,2,7.35,1.2020815280171302
285,22209,orjan-nyland,8,24,7.091666666666666,0.4826707102080603
286,22209,orjan-nyland,27,3,6.566666666666666,0.20816659994661318
287,22209,orjan-nyland,329,2,7.300000000000001,0.1414213562373093
288,22209,orjan-nyland,851,5,6.5200000000000005,0.44384682042344287
289,22290,stefan-johansen,20,13,7.046153846153846,0.482381910618866
290,22316,andre-hansen,20,18,6.783333333333333,0.5458398817149479
291,22316,andre-hansen,17015,1,6.1,
292,22454,even-hovland,40,24,7.1499999999999995,0.3912077175374605
293,22454,even-hovland,80,1,7.6,
294,22454,even-hovland,679,5,6.7,0.2549509756796392
295,22596,kristoffer-nordfeldt,40,25,6.656000000000001,0.7176814520848833
296,22596,kristoffer-nordfeldt,80,2,6.8,0.7071067811865476
297,22596,kristoffer-nordfeldt,851,1,6.4,
298,22633,haris-radetinac,40,18,6.844444444444445,0.29748400297519156
299,22633,haris-radetinac,80,2,6.75,0.3535533905932738
300,22633,haris-radetinac,17015,1,6.8,
301,22975,gary-medel,92,8,6.9625,0.5396758286230727
302,22975,gary-medel,295,5,6.7,0.5049752469181038
303,22975,gary-medel,325,20,6.815,0.34224491076912783
304,22975,gary-medel,373,2,7.05,0.0707106781186545
305,22981,jose-sosa,155,4,7.2,0.4082482904638628
306,22981,jose-sosa,384,6,6.766666666666667,0.37237973450050493
307,22981,jose-sosa,480,3,7.400000000000001,0.7810249675906658
308,22981,jose-sosa,1024,4,7.125,0.6396613687465165
309,22981,jose-sosa,1618,1,6.7,
310,22981,jose-sosa,13475,28,7.096428571428571,0.31089136230110864
311,22986,gustavo-cabral,498,6,7.216666666666666,0.4070217029430578
312,22986,gustavo-cabral,853,1,6.8,
313,22986,gustavo-cabral,11620,12,6.891666666666667,0.31754264805429405
314,22986,gustavo-cabral,11621,15,7.006666666666666,0.4283967898150145
315,23188,soren-rieks,40,21,6.7714285714285705,0.34661629670697425
316,23188,soren-rieks,80,1,7.1,
317,23486,guido-burgstaller,27,1,5.8,
318,23486,guido-burgstaller,45,19,6.978947368421053,0.55934380936596
319,23486,guido-burgstaller,17015,3,7.0,0.7211102550927977
320,23571,aaron-ramsey,18,13,6.984615384615385,0.5413657941511663
321,23571,aaron-ramsey,27,1,7.7,
322,23571,aaron-ramsey,851,1,6.9,
323,24084,shu-kurata,101,1,7.2,
324,24084,shu-kurata,196,26,6.696153846153846,0.3841674314470389
325,24152,shinzo-koroki,101,2,6.65,0.21213203435596445
326,24152,shinzo-koroki,196,21,6.614285714285715,0.2688600273110791
327,24152,shinzo-koroki,357,1,6.4,
328,24152,shinzo-koroki,463,4,6.6,0.18257418583505536
329,24201,eiji-kawashima,196,20,6.904999999999999,0.481745728957114
330,24248,maya-yoshida,242,36,6.963888888888889,0.3634381674883659
331,24257,kazuhiko-chiba,101,2,7.4,0.4242640687119292
332,24257,kazuhiko-chiba,196,8,6.975,0.5574175147179048
333,24281,shusaku-nishikawa,196,36,6.966666666666667,0.6807558824046778
334,24281,shusaku-nishikawa,357,3,6.733333333333333,0.9609023536933047
335,24281,shusaku-nishikawa,463,6,6.95,0.700713921654194
336,24292,masato-morishige,101,3,7.233333333333333,1.556705923844749
337,24292,masato-morishige,196,25,6.816,0.48706604617170074
338,24447,hiroki-ilkura,196,9,6.822222222222222,0.3700600551862419
339,24447,hiroki-ilkura,463,1,7.0,
340,24479,takanori-sugeno,101,1,6.6,
341,24479,takanori-sugeno,196,22,7.077272727272727,0.6240664022833423
342,24601,fedor-smolov,203,22,6.859090909090909,0.4827097036611738
343,24601,fedor-smolov,397,1,7.4,
344,24693,mitchell-langerak,101,1,8.2,
345,24693,mitchell-langerak,196,34,6.788235294117648,0.4656469633468615
346,24925,johnny-russell,242,32,7.165625,0.5654626281824184
347,24925,johnny-russell,495,3,7.333333333333333,0.11547005383792532
348,24937,manuel-riemann,35,33,7.181818181818182,0.7090726979013442
349,24937,manuel-riemann,217,1,6.5,
350,25058,egor-filipenko,203,14,6.764285714285714,0.3629094883070662
351,25165,nikita-burmistrov,203,22,6.859090909090909,0.4982436685465788
352,25506,ismael-traore,34,28,6.675,0.3606835075139876
353,25506,ismael-traore,335,1,6.5,
354,25554,fagner,325,21,6.814285714285714,0.40778145407278427
355,25554,fagner,372,10,7.1,0.44472213547087797
356,25554,fagner,373,5,7.140000000000001,0.5319774431308155
357,25554,fagner,480,10,6.74,0.5399588461684426
358,25566,sergio-romero,155,5,7.24,0.6655824516917491
359,25566,sergio-romero,384,7,7.385714285714286,0.6039552175136039
360,25566,sergio-romero,480,5,6.720000000000001,0.496990945591567
361,25566,sergio-romero,853,2,7.15,0.07071067811865482
362,25566,sergio-romero,1024,4,6.65,0.3109126351029604
363,25566,sergio-romero,13475,22,7.127272727272728,0.5220671532993745
364,26025,robin-olsen,17,5,7.1,1.0049875621120894
365,26025,robin-olsen,21,1,7.1,
366,26025,robin-olsen,27,5,6.44,0.5504543577809153
367,26025,robin-olsen,851,4,6.85,0.7937253933193773
368,26025,robin-olsen,17015,4,6.675,0.45734742446707516
369,26031,miiko-albornoz,39,22,6.968181818181819,0.2552055448650562
370,26104,zoran-tosic,185,30,6.776666666666667,0.41162699329513786
371,26285,fabian-frei,215,33,7.00909090909091,0.4591865336954822
372,26285,fabian-frei,853,1,7.3,
373,26285,fabian-frei,17015,1,7.3,
374,26315,michael-lang,215,8,6.5375,0.3852179346069666
375,26315,michael-lang,853,1,6.4,
376,26315,michael-lang,17015,1,6.8,
377,26404,zanka,17,13,6.884615384615385,0.5304811555656397
378,26404,zanka,19,2,6.7,0.2828427124746193
379,26404,zanka,21,2,6.8,0.9899494936611668
380,26404,zanka,851,1,6.9,
381,26426,andreas-bjelland,39,23,6.765217391304348,0.3785242824589556
382,26440,anders-jacobsen,39,14,6.621428571428572,0.3017349102174889
383,26440,anders-jacobsen,47,16,7.15,0.7155417527999328
384,26768,sven-ulreich,7,3,6.666666666666667,0.41633319989322637
385,26768,sven-ulreich,35,11,6.709090909090909,0.675950509215794
386,26768,sven-ulreich,799,1,6.6,
387,26768,sven-ulreich,853,3,6.933333333333334,0.23094010767585058
388,26895,henri-saivet,182,32,7.265625,0.5591522240655216
389,26895,henri-saivet,335,1,6.6,
390,26989,jay-rodriguez,17,20,6.63,0.3130495168499706
391,26989,jay-rodriguez,21,3,6.8,0.09999999999999987
392,26995,carlos-sanchez,155,1,7.0,
393,26995,carlos-sanchez,384,1,6.8,
394,26995,carlos-sanchez,480,2,6.5,0.141421356237309
395,26995,carlos-sanchez,1024,3,6.866666666666667,0.23094010767585058
396,26995,carlos-sanchez,13475,17,6.658823529411765,0.3692201638748413
397,27014,moussa-sissoko,34,26,6.634615384615385,0.16233867731950444
398,27014,moussa-sissoko,335,2,7.4,0.4242640687119292
399,27028,ashley-barnes,18,36,6.777777777777778,0.5324397275674155
400,27028,ashley-barnes,19,1,6.6,
401,27028,ashley-barnes,21,2,6.75,0.21213203435596475
402,27029,steve-mandanda,34,34,7.002941176470588,0.5812657526663828
403,27029,steve-mandanda,335,1,8.4,
404,27029,steve-mandanda,679,7,6.985714285714286,0.5727959829601095
405,27179,alexander-gorgon,202,30,7.183333333333334,0.5766032122420203
406,27247,martin-olsson,40,15,6.906666666666666,0.6518837173548522
407,27247,martin-olsson,80,3,6.733333333333333,0.611010092660779
408,27531,adam-nemec,152,34,7.011764705882353,0.47594544243129683
409,27622,jose-fonte,7,6,6.783333333333334,0.39707262140150973
410,27622,jose-fonte,238,17,6.894117647058824,0.44507104522100477
411,27622,jose-fonte,327,2,6.7,0.9899494936611668
412,27756,cassio,325,25,7.028,0.6464776356018306
413,27756,cassio,372,10,6.69,0.4954235000930462
414,27756,cassio,373,2,7.2,0.2828427124746193
415,27756,cassio,480,9,7.455555555555555,1.1413929112175956
416,27982,antonio-candreva,23,34,7.194117647058824,0.5187053676867275
417,27982,antonio-candreva,328,1,7.9,
418,28164,jo-inge-berget,20,13,6.9692307692307685,0.8721473646357163
419,28186,martin-caceres,242,13,6.7153846153846155,0.31050001032247404
420,28381,fernando-muslera,7,11,7.036363636363637,0.3074824459143224
421,28381,fernando-muslera,52,37,7.202702702702703,0.615307730817356
422,28381,fernando-muslera,679,2,6.75,0.21213203435596475
423,29382,peter-abrahamsson,40,12,6.708333333333333,0.49259670639531805
424,29382,peter-abrahamsson,80,1,7.9,
425,29382,peter-abrahamsson,679,6,6.316666666666666,0.4875106836436169
426,29735,luiz-gustavo,325,10,6.87,0.29078437983419164
427,29735,luiz-gustavo,372,6,7.033333333333334,0.32041639575194425
428,29735,luiz-gustavo,373,2,7.45,0.7778174593052021
429,29735,luiz-gustavo,384,2,6.5,0.0
430,29774,odion-ighalo,955,30,7.0233333333333325,0.7337590196042393
431,29774,odion-ighalo,2058,2,6.85,0.07071067811865545
432,29774,odion-ighalo,2119,1,7.6,
433,30031,miguel-vitor,27,5,7.08,0.39623225512317894
434,30031,miguel-vitor,266,27,7.21111111111111,1.0077901694504792
435,30143,volkan-babacan,52,23,6.982608695652174,0.6879826728216103
436,30144,jonny-evans,7,2,6.65,0.07071067811865482
437,30144,jonny-evans,17,21,6.857142857142857,0.3918819064098628
438,30144,jonny-evans,19,2,6.9,0.8485281374238575
439,30144,jonny-evans,21,1,6.5,
440,30144,jonny-evans,27,4,6.9,0.2828427124746189
441,30144,jonny-evans,851,1,5.7,
442,30144,jonny-evans,853,1,6.6,
443,31331,ivan-trickovski,171,20,6.705,0.40193610385103173
444,31406,andres-fernandez,54,33,7.221212121212122,0.642630130672757
445,31417,willian,17,31,7.129032258064516,0.5324118383276217
446,31417,willian,19,2,6.800000000000001,0.14142135623730995
447,31417,willian,21,4,7.2,0.5715476066494078
448,31470,magnus-eriksson,40,18,7.116666666666666,0.5078790963118959
449,31470,magnus-eriksson,80,2,6.699999999999999,0.1414213562373093
450,31470,magnus-eriksson,17015,1,7.1,
451,31761,ched-evans,18,18,6.544444444444444,0.25718435187560157
452,31761,ched-evans,19,1,6.3,
453,31867,jason-steele,17,17,6.694117647058824,0.5055573511423977
454,31867,jason-steele,19,1,6.2,
455,31867,jason-steele,679,5,6.58,0.40865633483405095
456,31981,ever-banega,155,5,7.06,0.16733200530681522
457,31981,ever-banega,955,16,7.5,0.7330302403948511
458,31981,ever-banega,1024,1,7.0,
459,31981,ever-banega,2058,3,7.3999999999999995,0.6244997998398398
460,31981,ever-banega,13475,11,6.9,1.2296340919151518
461,31981,ever-banega,13998,3,8.0,0.556776436283002
462,31981,ever-banega,18553,1,6.6,
